,P,Exp P,Log P,Log Exp P
15484027,2.829918e-05,4.061982295596291e-05,4.548,4.391
15484028,2.834747e-05,4.066213527154203e-05,4.547,4.391
21375055,2.839495e-05,4.070444758712116e-05,4.547,4.39
5102390,2.845089e-05,4.0746759902700293e-05,4.546,4.39
5228973,2.846372e-05,4.078907221827942e-05,4.546,4.389
17726243,2.850285e-05,4.083138453385855e-05,4.545,4.389
9850498,2.854646e-05,4.09160091650168e-05,4.544,4.388
18033369,2.859408e-05,4.100063379617506e-05,4.544,4.387
2085096,2.866834e-05,4.1042946111754185e-05,4.543,4.387
9619121,2.882939e-05,4.1085258427333315e-05,4.54,4.386
7285981,2.888049e-05,4.1127570742912446e-05,4.539,4.386
12801044,2.897781e-05,4.116988305849157e-05,4.538,4.385
2634548,2.898111e-05,4.129682000522895e-05,4.538,4.384
17034897,2.906644e-05,4.1381444636387214e-05,4.537,4.383
17478777,2.908702e-05,4.142375695196634e-05,4.536,4.383
6602767,2.909933e-05,4.146606926754547e-05,4.536,4.382
3239278,2.913731e-05,4.155069389870372e-05,4.536,4.381
12443034,2.917978e-05,4.159300621428285e-05,4.535,4.381
2199804,2.921151e-05,4.1677630845441106e-05,4.534,4.38
21656788,2.931076e-05,4.1762255476599366e-05,4.533,4.379
13241756,2.934508e-05,4.180456779217849e-05,4.532,4.379
18215927,2.935713e-05,4.184688010775762e-05,4.532,4.378
22890608,2.945875e-05,4.1931504738915874e-05,4.531,4.377
9534981,2.957185e-05,4.1973817054495004e-05,4.529,4.377
21988902,2.963198e-05,4.2016129370074134e-05,4.528,4.377
15110823,2.964737e-05,4.205844168565326e-05,4.528,4.376
18354862,2.97862e-05,4.214306631681152e-05,4.526,4.375
3903265,2.984691e-05,4.218537863239064e-05,4.525,4.375
2634579,2.991717e-05,4.222769094796977e-05,4.524,4.374
10701780,2.99474e-05,4.2354627894707156e-05,4.524,4.373
1131719,2.999035e-05,4.239694021028629e-05,4.523,4.373
7594065,3.00101e-05,4.243925252586541e-05,4.523,4.372
8383418,3.004601e-05,4.248156484144454e-05,4.522,4.372
19935841,3.007731e-05,4.252387715702367e-05,4.522,4.371
19221181,3.013299e-05,4.2566189472602794e-05,4.521,4.371
11321718,3.01561e-05,4.2650814103761055e-05,4.521,4.37
2634636,3.031685e-05,4.269312641934018e-05,4.518,4.37
21682983,3.035685e-05,4.273543873491931e-05,4.518,4.369
3239261,3.039234e-05,4.277775105049844e-05,4.517,4.369
13162142,3.047791e-05,4.282006336607756e-05,4.516,4.368
17643125,3.052366e-05,4.290468799723582e-05,4.515,4.367
11321712,3.061634e-05,4.303162494397321e-05,4.514,4.366
13995299,3.065937e-05,4.311624957513146e-05,4.513,4.365
9850421,3.073513e-05,4.315856189071059e-05,4.512,4.365
22702912,3.096139e-05,4.3243186521868845e-05,4.509,4.364
21656824,3.102036e-05,4.33278111530271e-05,4.508,4.363
21375116,3.107707e-05,4.341243578418536e-05,4.508,4.362
445480,3.10854e-05,4.345474809976448e-05,4.507,4.362
13737991,3.11144e-05,4.3539372730922744e-05,4.507,4.361
2634512,3.123262e-05,4.3623997362081e-05,4.505,4.36
16372079,3.125591e-05,4.370862199323925e-05,4.505,4.359
13486588,3.138933e-05,4.375093430881838e-05,4.503,4.359
9920850,3.143239e-05,4.3835558939976635e-05,4.503,4.358
17308588,3.148641e-05,4.3877871255555765e-05,4.502,4.358
12244426,3.151123e-05,4.3920183571134896e-05,4.502,4.357
10408989,3.153437e-05,4.396249588671402e-05,4.501,4.357
9850457,3.173935e-05,4.400480820229315e-05,4.498,4.356
16097865,3.180874e-05,4.4131745149030534e-05,4.497,4.355
4629340,3.188528e-05,4.421636978018879e-05,4.496,4.354
6602735,3.196181e-05,4.425868209576792e-05,4.495,4.354
9850307,3.199219e-05,4.434330672692617e-05,4.495,4.353
18033410,3.205119e-05,4.442793135808443e-05,4.494,4.352
10611623,3.215505e-05,4.4512555989242686e-05,4.493,4.352
7867200,3.217711e-05,4.4554868304821816e-05,4.492,4.351
8124457,3.229998e-05,4.459718062040094e-05,4.491,4.351
445478,3.233531e-05,4.463949293598007e-05,4.49,4.35
4180698,3.235319e-05,4.4724117567138324e-05,4.49,4.349
20692365,3.241399e-05,4.4808742198296584e-05,4.489,4.349
22918797,3.242528e-05,4.485105451387571e-05,4.489,4.348
17904398,3.246004e-05,4.493567914503397e-05,4.489,4.347
17987365,3.252317e-05,4.502030377619222e-05,4.488,4.347
21656813,3.252828e-05,4.506261609177135e-05,4.488,4.346
10162031,3.254745e-05,4.5104928407350476e-05,4.487,4.346
15110950,3.264843e-05,4.5147240722929606e-05,4.486,4.345
18198351,3.267328e-05,4.527417766966699e-05,4.486,4.344
12101268,3.274639e-05,4.531648998524612e-05,4.485,4.344
18033299,3.276842e-05,4.5358802300825244e-05,4.485,4.343
16429032,3.291309e-05,4.5401114616404375e-05,4.483,4.343
6325544,3.293137e-05,4.5443426931983505e-05,4.482,4.343
20844897,3.294739e-05,4.548573924756263e-05,4.482,4.342
12101155,3.312922e-05,4.552805156314176e-05,4.48,4.342
10915097,3.315757e-05,4.557036387872089e-05,4.479,4.341
16865,3.324522e-05,4.565498850987914e-05,4.478,4.341
23174183,3.32663e-05,4.569730082545827e-05,4.478,4.34
16437350,3.330661e-05,4.5739613141037397e-05,4.477,4.34
5267849,3.339085e-05,4.578192545661653e-05,4.476,4.339
14097906,3.341784e-05,4.590886240335391e-05,4.476,4.338
9850555,3.348756e-05,4.595117471893304e-05,4.475,4.338
18444653,3.34928e-05,4.5993487034512165e-05,4.475,4.337
80604,3.358569e-05,4.6078111665670425e-05,4.474,4.337
3239395,3.359997e-05,4.612042398124955e-05,4.474,4.336
18011458,3.36554e-05,4.616273629682868e-05,4.473,4.336
17308613,3.374468e-05,4.620504861240781e-05,4.472,4.335
13667086,3.378665e-05,4.628967324356606e-05,4.471,4.335
702190,3.382992e-05,4.6331985559145194e-05,4.471,4.334
23358421,3.385592e-05,4.637429787472432e-05,4.47,4.334
15110863,3.394864e-05,4.641661019030345e-05,4.469,4.333
19614076,3.410052e-05,4.65012348214617e-05,4.467,4.333
22126682,3.413557e-05,4.654354713704083e-05,4.467,4.332
4629512,3.41694e-05,4.6628171768199085e-05,4.466,4.331
19581554,3.424761e-05,4.6712796399357346e-05,4.465,4.331
10831502,3.424769e-05,4.675510871493647e-05,4.465,4.33
7979056,3.428439e-05,4.683973334609473e-05,4.465,4.329
3261198,3.432436e-05,4.6924357977252984e-05,4.464,4.329
2840048,3.435869e-05,4.6966670292832114e-05,4.464,4.328
8124007,3.440082e-05,4.700898260841124e-05,4.463,4.328
20267330,3.446439e-05,4.705129492399037e-05,4.463,4.327
5332190,3.455145e-05,4.70936072395695e-05,4.462,4.327
15110924,3.459282e-05,4.713591955514862e-05,4.461,4.327
6325522,3.460666e-05,4.717823187072775e-05,4.461,4.326
18680241,3.46335e-05,4.7262856501886006e-05,4.461,4.325
17960067,3.471763e-05,4.7305168817465136e-05,4.459,4.325
5268661,3.490093e-05,4.7347481133044266e-05,4.457,4.325
12474884,3.490122e-05,4.738979344862339e-05,4.457,4.324
6602737,3.495734e-05,4.743210576420252e-05,4.456,4.324
23553930,3.502562e-05,4.7516730395360774e-05,4.456,4.323
20537699,3.50878e-05,4.7559042710939904e-05,4.455,4.323
1827792,3.512354e-05,4.7601355026519034e-05,4.454,4.322
2634416,3.530177e-05,4.768597965767729e-05,4.452,4.322
7421377,3.530379e-05,4.772829197325642e-05,4.452,4.321
12474085,3.533208e-05,4.781291660441467e-05,4.452,4.32
5267130,3.537869e-05,4.7939853551152056e-05,4.451,4.319
6602820,3.545127e-05,4.806679049788944e-05,4.45,4.318
20470789,3.549169e-05,4.8151415129047694e-05,4.45,4.317
22962075,3.555838e-05,4.8193727444626825e-05,4.449,4.317
2792181,3.560684e-05,4.8236039760205955e-05,4.448,4.317
13737487,3.562524e-05,4.827835207578508e-05,4.448,4.316
14986665,3.564856e-05,4.836297670694334e-05,4.448,4.315
15110927,3.568787e-05,4.844760133810159e-05,4.447,4.315
17308645,3.57539e-05,4.848991365368072e-05,4.447,4.314
15110936,3.580284e-05,4.8532225969259847e-05,4.446,4.314
20160715,3.586152e-05,4.857453828483898e-05,4.445,4.314
6325468,3.590256e-05,4.861685060041811e-05,4.445,4.313
9850492,3.593124e-05,4.870147523157636e-05,4.445,4.312
20599946,3.594012e-05,4.874378754715549e-05,4.444,4.312
5266714,3.594578e-05,4.8828412178313745e-05,4.444,4.311
9039717,3.600837e-05,4.895534912505113e-05,4.444,4.31
14986673,3.606471e-05,4.899766144063026e-05,4.443,4.31
5266704,3.609416e-05,4.903997375620938e-05,4.443,4.309
15899947,3.610312e-05,4.908228607178851e-05,4.442,4.309
690921,3.620146e-05,4.916691070294677e-05,4.441,4.308
21375069,3.636281e-05,4.925153533410503e-05,4.439,4.308
17298235,3.637995e-05,4.929384764968415e-05,4.439,4.307
15110937,3.644108e-05,4.937847228084241e-05,4.438,4.306
5267349,3.666873e-05,4.9463096912000666e-05,4.436,4.306
6602713,3.670662e-05,4.9505409227579796e-05,4.435,4.305
22702719,3.680833e-05,4.963234617431718e-05,4.434,4.304
8994816,3.69832e-05,4.9716970805475434e-05,4.432,4.303
10137837,3.704432e-05,4.984390775221282e-05,4.431,4.302
2456086,3.71125e-05,4.988622006779195e-05,4.43,4.302
14690527,3.721471e-05,4.99708446989502e-05,4.429,4.301
16550293,3.732567e-05,5.0097781645687586e-05,4.428,4.3
15110979,3.73753e-05,5.0140093961266716e-05,4.427,4.3
445675,3.737735e-05,5.018240627684584e-05,4.427,4.299
23554098,3.749031e-05,5.02670309080041e-05,4.426,4.299
15314697,3.760095e-05,5.0309343223583224e-05,4.425,4.298
20081813,3.7815e-05,5.0351655539162354e-05,4.422,4.298
19581646,3.782336e-05,5.043628017032061e-05,4.422,4.297
3345554,3.788396e-05,5.056321711705799e-05,4.422,4.296
16609734,3.804149e-05,5.060552943263712e-05,4.42,4.296
2634437,3.806717e-05,5.064784174821625e-05,4.419,4.295
14097884,3.810758e-05,5.077477869495364e-05,4.419,4.294
19001173,3.817798e-05,5.081709101053276e-05,4.418,4.294
12101461,3.82642e-05,5.090171564169102e-05,4.417,4.293
23554001,3.832399e-05,5.1028652588428405e-05,4.417,4.292
14097896,3.8352e-05,5.107096490400753e-05,4.416,4.292
4629673,3.838858e-05,5.111327721958666e-05,4.416,4.291
19221098,3.853378e-05,5.119790185074491e-05,4.414,4.291
13378914,3.854269e-05,5.124021416632404e-05,4.414,4.29
15859857,3.861084e-05,5.13248387974823e-05,4.413,4.29
13724064,3.86316e-05,5.136715111306143e-05,4.413,4.289
3249678,3.874285e-05,5.140946342864056e-05,4.412,4.289
3543828,3.884368e-05,5.149408805979881e-05,4.411,4.288
8124764,3.887737e-05,5.153640037537794e-05,4.41,4.288
17114732,3.890363e-05,5.1621025006536195e-05,4.41,4.287
3239364,3.892751e-05,5.170564963769445e-05,4.41,4.286
8124734,3.911422e-05,5.183258658443183e-05,4.408,4.285
3523334,3.914281e-05,5.187489890001096e-05,4.407,4.285
18415454,3.926282e-05,5.195952353116922e-05,4.406,4.284
11236558,3.938652e-05,5.20864604779066e-05,4.405,4.283
1631826,3.949201e-05,5.212877279348573e-05,4.403,4.283
17034959,3.962613e-05,5.2213397424643985e-05,4.402,4.282
3239216,3.970187e-05,5.2255709740223116e-05,4.401,4.282
12542206,3.974174e-05,5.234033437138137e-05,4.401,4.281
18679826,3.980926e-05,5.242495900253963e-05,4.4,4.28
6682588,3.985974e-05,5.2551895949277014e-05,4.399,4.279
21001032,3.995702e-05,5.259420826485614e-05,4.398,4.279
12244435,4.010643e-05,5.263652058043527e-05,4.397,4.279
11321731,4.019623e-05,5.26788328960144e-05,4.396,4.278
19015524,4.02732e-05,5.280576984275178e-05,4.395,4.277
18679836,4.035671e-05,5.2848082158330906e-05,4.394,4.277
23553899,4.035732e-05,5.2932706789489166e-05,4.394,4.276
21375165,4.056632e-05,5.297501910506829e-05,4.392,4.276
1843681,4.0672e-05,5.301733142064742e-05,4.391,4.276
15547273,4.0689e-05,5.305964373622655e-05,4.391,4.275
3239283,4.069462e-05,5.3101956051805674e-05,4.39,4.275
639539,4.082217e-05,5.3186580682963934e-05,4.389,4.274
4629391,4.089524e-05,5.327120531412219e-05,4.388,4.274
22765470,4.098978e-05,5.331351762970132e-05,4.387,4.273
21203049,4.101547e-05,5.339814226085957e-05,4.387,4.272
15267511,4.120717e-05,5.3525079207596956e-05,4.385,4.271
4835717,4.126663e-05,5.360970383875521e-05,4.384,4.271
7718001,4.128338e-05,5.365201615433434e-05,4.384,4.27
8243144,4.136005e-05,5.3778953101071725e-05,4.383,4.269
6325530,4.148972e-05,5.390589004780911e-05,4.382,4.268
6325462,4.159086e-05,5.394820236338824e-05,4.381,4.268
8808108,4.166278e-05,5.399051467896736e-05,4.38,4.268
19581366,4.167046e-05,5.403282699454649e-05,4.38,4.267
15110985,4.173563e-05,5.411745162570475e-05,4.379,4.267
2753044,4.174224e-05,5.415976394128388e-05,4.379,4.266
4627974,4.177825e-05,5.428670088802126e-05,4.379,4.265
15335410,4.183421e-05,5.4371325519179515e-05,4.378,4.265
10914855,4.187499e-05,5.4413637834758645e-05,4.378,4.264
16075526,4.19688e-05,5.454057478149603e-05,4.377,4.263
20684612,4.210548e-05,5.458288709707516e-05,4.376,4.263
3239536,4.216019e-05,5.466751172823341e-05,4.375,4.262
6602819,4.230084e-05,5.4709824043812544e-05,4.374,4.262
6325578,4.235426e-05,5.475213635939167e-05,4.373,4.262
1327969,4.236124e-05,5.47944486749708e-05,4.373,4.261
8125479,4.246459e-05,5.483676099054993e-05,4.372,4.261
12333154,4.252165e-05,5.492138562170818e-05,4.371,4.26
12142930,4.263195e-05,5.5048322568445566e-05,4.37,4.259
12244412,4.266755e-05,5.517525951518295e-05,4.37,4.258
8168922,4.272465e-05,5.5302196461920334e-05,4.369,4.257
17699944,4.284249e-05,5.542913340865772e-05,4.368,4.256
17262836,4.292993e-05,5.551375803981597e-05,4.367,4.256
528818,4.293295e-05,5.55560703553951e-05,4.367,4.255
12244446,4.297112e-05,5.5683007302132486e-05,4.367,4.254
9710350,4.307463e-05,5.576763193329074e-05,4.366,4.254
10915200,4.313168e-05,5.580994424886987e-05,4.365,4.253
10701644,4.32209e-05,5.5936881195607254e-05,4.364,4.252
5233496,4.334866e-05,5.606381814234464e-05,4.363,4.251
10040503,4.33849e-05,5.619075508908202e-05,4.363,4.25
3556303,4.347981e-05,5.623306740466115e-05,4.362,4.25
13336845,4.351094e-05,5.6275379720240276e-05,4.361,4.25
10701582,4.35592e-05,5.6317692035819407e-05,4.361,4.249
19523721,4.367631e-05,5.640231666697766e-05,4.36,4.249
21672081,4.375131e-05,5.644462898255679e-05,4.359,4.248
7476332,4.382986e-05,5.6529253613715044e-05,4.358,4.248
6602871,4.388026e-05,5.6571565929294175e-05,4.358,4.247
18930235,4.390801e-05,5.6613878244873305e-05,4.357,4.247
19147700,4.399199e-05,5.669850287603156e-05,4.357,4.246
10040539,4.403318e-05,5.674081519161069e-05,4.356,4.246
2792183,4.409873e-05,5.682543982276894e-05,4.356,4.245
17366845,4.411888e-05,5.686775213834807e-05,4.355,4.245
7710574,4.42167e-05,5.69100644539272e-05,4.354,4.245
8125699,4.42232e-05,5.695237676950633e-05,4.354,4.244
22903702,4.434557e-05,5.703700140066458e-05,4.353,4.244
13529430,4.442366e-05,5.712162603182284e-05,4.352,4.243
6602794,4.450856e-05,5.7248562978560225e-05,4.352,4.242
5344338,4.453327e-05,5.729087529413935e-05,4.351,4.242
18930246,4.465314e-05,5.733318760971848e-05,4.35,4.242
12101314,4.465817e-05,5.737549992529761e-05,4.35,4.241
4188868,4.475001e-05,5.7502436872034994e-05,4.349,4.24
8125607,4.487247e-05,5.762937381877238e-05,4.348,4.239
14690361,4.498757e-05,5.76716861343515e-05,4.347,4.239
22139129,4.508128e-05,5.771399844993063e-05,4.346,4.239
445449,4.508579e-05,5.775631076550976e-05,4.346,4.238
8125181,4.516828e-05,5.7798623081088885e-05,4.345,4.238
1389205,4.525127e-05,5.7840935396668016e-05,4.344,4.238
8053595,4.539449e-05,5.7883247712247146e-05,4.343,4.237
12244447,4.54629e-05,5.79678723434054e-05,4.342,4.237
13724247,4.546733e-05,5.801018465898453e-05,4.342,4.236
10143198,4.570394e-05,5.817943392130104e-05,4.34,4.235
1458691,4.580356e-05,5.822174623688017e-05,4.339,4.235
13724003,4.584273e-05,5.830637086803842e-05,4.339,4.234
20487534,4.590989e-05,5.839099549919668e-05,4.338,4.234
5217699,4.596309e-05,5.8433307814775806e-05,4.338,4.233
21155972,4.600497e-05,5.8475620130354936e-05,4.337,4.233
13995325,4.606241e-05,5.856024476151319e-05,4.337,4.232
19697987,4.612105e-05,5.864486939267145e-05,4.336,4.232
11855545,4.616808e-05,5.8687181708250574e-05,4.336,4.231
14532847,4.62382e-05,5.881411865498796e-05,4.335,4.231
12244469,4.62923e-05,5.885643097056709e-05,4.334,4.23
22828280,4.63569e-05,5.898336791730447e-05,4.334,4.229
14046174,4.640693e-05,5.90256802328836e-05,4.333,4.229
12244475,4.645042e-05,5.9110304864041857e-05,4.333,4.228
5899010,4.649553e-05,5.923724181077924e-05,4.333,4.227
2266418,4.654191e-05,5.927955412635837e-05,4.332,4.227
10086793,4.663069e-05,5.9321866441937494e-05,4.331,4.227
8169078,4.664359e-05,5.9364178757516625e-05,4.331,4.226
12101535,4.67328e-05,5.949111570425401e-05,4.33,4.226
445430,4.67432e-05,5.953342801983314e-05,4.33,4.225
18015743,4.687174e-05,5.961805265099139e-05,4.329,4.225
2792149,4.690673e-05,5.966036496657052e-05,4.329,4.224
14526747,4.704086e-05,5.974498959772878e-05,4.328,4.224
13995319,4.70472e-05,5.978730191330791e-05,4.327,4.223
11418782,4.713561e-05,5.991423886004529e-05,4.327,4.222
17777310,4.734214e-05,5.9956551175624415e-05,4.325,4.222
13995329,4.738134e-05,5.9998863491203545e-05,4.324,4.222
20064378,4.750049e-05,6.00834881223618e-05,4.323,4.221
6602846,4.763911e-05,6.021042506909918e-05,4.322,4.22
17391626,4.771081e-05,6.025273738467831e-05,4.321,4.22
13995321,4.7783e-05,6.033736201583657e-05,4.321,4.219
8265613,4.789018e-05,6.03796743314157e-05,4.32,4.219
1596284,4.794183e-05,6.042198664699483e-05,4.319,4.219
16437326,4.805674e-05,6.050661127815308e-05,4.318,4.218
18932930,4.820691e-05,6.0633548224890466e-05,4.317,4.217
12244375,4.824326e-05,6.076048517162785e-05,4.317,4.216
11443839,4.828903e-05,6.080279748720698e-05,4.316,4.216
20356452,4.833686e-05,6.0887422118365234e-05,4.316,4.215
20897568,4.8371e-05,6.097204674952349e-05,4.315,4.215
23553827,4.846403e-05,6.105667138068174e-05,4.315,4.214
18196837,4.856081e-05,6.114129601184e-05,4.314,4.214
15110926,4.859059e-05,6.118360832741913e-05,4.313,4.213
14533040,4.870888e-05,6.126823295857738e-05,4.312,4.213
17632230,4.876381e-05,6.131054527415651e-05,4.312,4.212
11063753,4.881785e-05,6.14374822208939e-05,4.311,4.212
3974318,4.885087e-05,6.147979453647303e-05,4.311,4.211
15110930,4.888902e-05,6.160673148321041e-05,4.311,4.21
8357767,4.89349e-05,6.169135611436867e-05,4.31,4.21
15267961,4.89539e-05,6.17336684299478e-05,4.31,4.209
3716797,4.903474e-05,6.186060537668518e-05,4.309,4.209
13724293,4.904388e-05,6.19029176922643e-05,4.309,4.208
18168692,4.911209e-05,6.202985463900168e-05,4.309,4.207
23563280,4.915634e-05,6.211447927015994e-05,4.308,4.207
1329129,4.928645e-05,6.215679158573907e-05,4.307,4.207
16658658,4.936627e-05,6.21991039013182e-05,4.307,4.206
3974362,4.941743e-05,6.224141621689734e-05,4.306,4.206
4694171,4.944927e-05,6.232604084805558e-05,4.306,4.205
14097660,4.955714e-05,6.236835316363471e-05,4.305,4.205
15749517,4.964347e-05,6.245297779479297e-05,4.304,4.204
9850300,4.972797e-05,6.257991474153035e-05,4.303,4.204
15110925,4.979664e-05,6.262222705710948e-05,4.303,4.203
19983795,4.983597e-05,6.266453937268861e-05,4.302,4.203
3974366,4.985042e-05,6.274916400384687e-05,4.302,4.202
3623225,5.000117e-05,6.287610095058425e-05,4.301,4.202
23554006,5.011051e-05,6.291841326616338e-05,4.3,4.201
3974437,5.030031e-05,6.296072558174251e-05,4.298,4.201
577670,5.033448e-05,6.304535021290076e-05,4.298,4.2
21375157,5.048205e-05,6.317228715963815e-05,4.297,4.199
9849945,5.055134e-05,6.329922410637552e-05,4.296,4.199
13625273,5.057547e-05,6.334153642195466e-05,4.296,4.198
19444344,5.06494e-05,6.342616105311292e-05,4.295,4.198
15749341,5.065241e-05,6.346847336869205e-05,4.295,4.197
690911,5.071974e-05,6.363772263100855e-05,4.295,4.196
8994717,5.076564e-05,6.372234726216681e-05,4.294,4.196
4628680,5.082478e-05,6.376465957774594e-05,4.294,4.195
980612,5.087823e-05,6.389159652448332e-05,4.293,4.195
21824627,5.093406e-05,6.393390884006245e-05,4.293,4.194
5121131,5.099735e-05,6.397622115564158e-05,4.292,4.194
13378884,5.105236e-05,6.406084578679983e-05,4.292,4.193
9758559,5.115887e-05,6.414547041795809e-05,4.291,4.193
6602875,5.12059e-05,6.423009504911635e-05,4.291,4.192
21219589,5.126304e-05,6.43147196802746e-05,4.29,4.192
8358464,5.128216e-05,6.435703199585373e-05,4.29,4.191
14986926,5.13596e-05,6.439934431143286e-05,4.289,4.191
14533043,5.146337e-05,6.452628125817025e-05,4.289,4.19
18427920,5.146397e-05,6.456859357374937e-05,4.288,4.19
17258395,5.161964e-05,6.46109058893285e-05,4.287,4.19
8807930,5.176345e-05,6.465321820490763e-05,4.286,4.189
15110951,5.18277e-05,6.478015515164502e-05,4.285,4.189
2792902,5.185288e-05,6.482246746722413e-05,4.285,4.188
8124190,5.189066e-05,6.494940441396152e-05,4.285,4.187
3522997,5.198996e-05,6.50763413606989e-05,4.284,4.187
2917361,5.206e-05,6.511865367627803e-05,4.283,4.186
9849961,5.221236e-05,6.524559062301542e-05,4.282,4.185
2634473,5.22679e-05,6.541483988533193e-05,4.282,4.184
7872869,5.241001e-05,6.545715220091106e-05,4.281,4.184
16867,5.242556e-05,6.554177683206932e-05,4.28,4.183
21187492,5.255978e-05,6.571102609438583e-05,4.279,4.182
15111010,5.267073e-05,6.579565072554409e-05,4.278,4.182
19983792,5.271487e-05,6.588027535670234e-05,4.278,4.181
1113731,5.274267e-05,6.600721230343973e-05,4.278,4.18
17258212,5.282957e-05,6.61341492501771e-05,4.277,4.18
8243146,5.285895e-05,6.617646156575624e-05,4.277,4.179
4554180,5.306056e-05,6.621877388133537e-05,4.275,4.179
6683325,5.320076e-05,6.630339851249363e-05,4.274,4.178
21759400,5.326345e-05,6.647264777481013e-05,4.274,4.177
1329139,5.328869e-05,6.65572724059684e-05,4.273,4.177
10863840,5.337208e-05,6.664189703712664e-05,4.273,4.176
19444285,5.340793e-05,6.668420935270577e-05,4.272,4.176
2279480,5.352166e-05,6.676883398386403e-05,4.271,4.175
12101487,5.368415e-05,6.693808324618054e-05,4.27,4.174
13269713,5.3769e-05,6.706502019291793e-05,4.269,4.174
22702330,5.378501e-05,6.710733250849705e-05,4.269,4.173
11418756,5.390735e-05,6.714964482407618e-05,4.268,4.173
6602823,5.394204e-05,6.723426945523444e-05,4.268,4.172
8739577,5.401822e-05,6.727658177081357e-05,4.267,4.172
4628454,5.415716e-05,6.740351871755095e-05,4.266,4.171
17815124,5.428381e-05,6.757276797986747e-05,4.265,4.17
8683022,5.433602e-05,6.769970492660484e-05,4.265,4.169
18033487,5.44477e-05,6.774201724218397e-05,4.264,4.169
7735330,5.451063e-05,6.786895418892135e-05,4.264,4.168
10486038,5.461798e-05,6.791126650450048e-05,4.263,4.168
10959045,5.464247e-05,6.795357882007961e-05,4.262,4.168
17308684,5.476754e-05,6.803820345123787e-05,4.261,4.167
5183881,5.481156e-05,6.816514039797525e-05,4.261,4.166
15110947,5.489321e-05,6.820745271355438e-05,4.26,4.166
8578499,5.492995e-05,6.833438966029177e-05,4.26,4.165
1295214,5.501758e-05,6.841901429145002e-05,4.259,4.165
14097813,5.505598e-05,6.850363892260828e-05,4.259,4.164
2086168,5.511198e-05,6.863057586934566e-05,4.259,4.163
10452178,5.517062e-05,6.867288818492479e-05,4.258,4.163
2279560,5.526134e-05,6.879982513166218e-05,4.258,4.162
5583019,5.528192e-05,6.888444976282042e-05,4.257,4.162
21894756,5.532719e-05,6.896907439397869e-05,4.257,4.161
20081791,5.555536e-05,6.909601134071608e-05,4.255,4.161
13269718,5.556742e-05,6.913832365629519e-05,4.255,4.16
23553823,5.566175e-05,6.926526060303258e-05,4.254,4.159
12244340,5.569071e-05,6.943450986534909e-05,4.254,4.158
6602886,5.579722e-05,6.960375912766561e-05,4.253,4.157
16998633,5.586685e-05,6.977300838998212e-05,4.253,4.156
8126197,5.58937e-05,6.994225765229863e-05,4.253,4.155
233556,5.594128e-05,6.998456996787776e-05,4.252,4.155
5118115,5.596561e-05,7.006919459903602e-05,4.252,4.154
15748944,5.605695e-05,7.023844386135253e-05,4.251,4.153
8126068,5.618751e-05,7.040769312366903e-05,4.25,4.152
15267315,5.634515e-05,7.057694238598556e-05,4.249,4.151
4398500,5.643827e-05,7.061925470156469e-05,4.248,4.151
1867846,5.656422e-05,7.070387933272293e-05,4.247,4.151
18932434,5.659792e-05,7.074619164830206e-05,4.247,4.15
14382603,5.702782e-05,7.091544091061857e-05,4.244,4.149
11855185,5.713613e-05,7.100006554177683e-05,4.243,4.149
2898588,5.72085e-05,7.104237785735596e-05,4.243,4.148
22160308,5.726452e-05,7.108469017293509e-05,4.242,4.148
17853123,5.735002e-05,7.121162711967247e-05,4.241,4.147
980634,5.744211e-05,7.138087638198899e-05,4.241,4.146
13625265,5.74958e-05,7.150781332872637e-05,4.24,4.146
5379273,5.757559e-05,7.15501256443055e-05,4.24,4.145
11062873,5.763671e-05,7.159243795988463e-05,4.239,4.145
15267335,5.775471e-05,7.167706259104287e-05,4.238,4.145
22342053,5.783449e-05,7.1719374906622e-05,4.238,4.144
11133407,5.794936e-05,7.188862416893853e-05,4.237,4.143
15110978,5.801029e-05,7.197324880009677e-05,4.236,4.143
22445454,5.807341e-05,7.205787343125503e-05,4.236,4.142
1867847,5.816318e-05,7.222712269357154e-05,4.235,4.141
23195748,5.833174e-05,7.23117473247298e-05,4.234,4.141
980584,5.835373e-05,7.239637195588806e-05,4.234,4.14
980632,5.84126e-05,7.243868427146718e-05,4.233,4.14
7469462,5.859734e-05,7.252330890262544e-05,4.232,4.14
17152924,5.8605e-05,7.256562121820457e-05,4.232,4.139
1596228,5.869734e-05,7.265024584936283e-05,4.231,4.139
21894735,5.8776e-05,7.273487048052108e-05,4.231,4.138
980629,5.884987e-05,7.277718279610021e-05,4.23,4.138
23554080,5.894072e-05,7.29041197428376e-05,4.23,4.137
23553833,5.898758e-05,7.294643205841672e-05,4.229,4.137
10761358,5.899853e-05,7.303105668957498e-05,4.229,4.136
8126229,5.90405e-05,7.320030595189148e-05,4.229,4.135
8126397,5.912184e-05,7.332724289862887e-05,4.228,4.135
13625283,5.912765e-05,7.3369555214208e-05,4.228,4.134
18016569,5.92408e-05,7.353880447652451e-05,4.227,4.133
6873487,5.936815e-05,7.370805373884102e-05,4.226,4.132
23605927,5.946528e-05,7.387730300115754e-05,4.226,4.131
2792321,5.950431e-05,7.391961531673667e-05,4.225,4.131
8208860,5.96419e-05,7.400423994789492e-05,4.224,4.131
16351015,5.964903e-05,7.404655226347405e-05,4.224,4.13
18544024,5.973994e-05,7.425811384136969e-05,4.224,4.129
