,P,Exp P,Log P,Log Exp P
5773381,0.000696,0.000409739464886848,3.157,3.387
6365904,0.000697,0.0004107220535316606,3.157,3.386
7367127,0.000698,0.00041077985286370837,3.156,3.386
10537627,0.000699,0.0004116468428444254,3.156,3.385
7483187,0.0007,0.00041228263549695116,3.155,3.385
7901458,0.000701,0.00041251383282514233,3.154,3.385
15109405,0.000701,0.0004126294314892379,3.154,3.384
1525625,0.000702,0.0004135542208020027,3.154,3.383
8032189,0.000703,0.0004136698194660983,3.153,3.383
7185120,0.000704,0.00041430561211862414,3.152,3.383
3111655,0.000704,0.0004144790101147675,3.152,3.382
9284942,0.000705,0.0004154615987595801,3.152,3.381
13929124,0.000706,0.00041586619408391466,3.151,3.381
10119250,0.000707,0.0004164441874043927,3.151,3.38
15422534,0.000708,0.00041684878272872726,3.15,3.38
3880294,0.000708,0.00041736897671715745,3.15,3.379
5508742,0.000709,0.00041742677604920524,3.149,3.379
2209301,0.00071,0.00041835156536197004,3.149,3.378
6667526,0.000711,0.00041887175935040024,3.148,3.378
10205037,0.000711,0.00041927635467473484,3.148,3.377
14791756,0.000713,0.0004199699466593084,3.147,3.377
5750907,0.000713,0.00042025894331954743,3.147,3.376
16483859,0.000714,0.00042077913730797763,3.146,3.376
14548759,0.000714,0.00042124153196436003,3.146,3.375
12948266,0.000716,0.0004216461272886946,3.145,3.375
13384765,0.000717,0.0004219351239489336,3.144,3.375
8655878,0.000717,0.00042222412060917257,3.144,3.374
13754662,0.000719,0.0004230911105898896,3.143,3.374
11744105,0.000719,0.00042320670925398516,3.143,3.373
7185254,0.00072,0.00042413149856674996,3.143,3.372
4249238,0.000721,0.000424420495226989,3.142,3.372
7864061,0.000722,0.00042499848854746697,3.141,3.372
5672535,0.000722,0.00042511408721156255,3.141,3.371
15794848,0.000723,0.00042609667585637515,3.141,3.37
4458617,0.000724,0.00042655907051275755,3.14,3.37
12585200,0.000724,0.00042707926450118774,3.14,3.369
10194807,0.000726,0.0004279462544819047,3.139,3.369
15229678,0.000726,0.0004280618531460003,3.139,3.368
13528998,0.000727,0.0004287554451305739,3.138,3.368
16708261,0.000727,0.00042904444179081287,3.138,3.367
8656370,0.000729,0.00042996923110357767,3.137,3.367
12827952,0.000729,0.00043008482976767326,3.137,3.366
9740269,0.00073,0.00043106741841248585,3.137,3.365
5022068,0.000731,0.00043141421440477266,3.136,3.365
9536203,0.000732,0.0004317610103970594,3.135,3.365
14758437,0.000732,0.00043205000705729844,3.135,3.364
649869,0.000734,0.000432743599041872,3.134,3.364
4184979,0.000734,0.00043303259570211104,3.134,3.363
11362132,0.000736,0.000433899585682828,3.133,3.363
11755797,0.000736,0.00043401518434692363,3.133,3.362
12075261,0.000737,0.000435055572323784,3.133,3.361
5015084,0.000738,0.0004355179669801664,3.132,3.361
6982474,0.000738,0.0004360381609685966,3.132,3.36
6407387,0.000739,0.0004360959603006444,3.131,3.36
9536279,0.00074,0.00043702074961340915,3.131,3.359
9526119,0.000741,0.00043707854894545694,3.13,3.359
6929228,0.000742,0.00043806113759026953,3.13,3.358
12821231,0.000743,0.0004385813315786997,3.129,3.358
11362329,0.000743,0.0004390437262350821,3.129,3.357
16905232,0.000744,0.00043939052222736894,3.128,3.357
3899438,0.000745,0.0004400841142119425,3.128,3.356
12632239,0.000746,0.0004408933048606117,3.127,3.356
947519,0.000746,0.0004410667028567551,3.127,3.355
2773649,0.000748,0.0004418758935054243,3.126,3.355
14145754,0.000748,0.0004421070908336155,3.126,3.354
646439,0.00075,0.0004430896794784281,3.125,3.354
2016031,0.00075,0.0004431474788104759,3.125,3.353
10913144,0.000751,0.00044343647547071484,3.124,3.353
17171472,0.000752,0.00044413006745528847,3.124,3.352
16378981,0.000753,0.00044482365943986204,3.123,3.352
13955351,0.000753,0.00044517045543214886,3.123,3.351
15805335,0.000755,0.0004460374454128658,3.122,3.351
3220017,0.000755,0.00044621084340900924,3.122,3.35
12123958,0.000756,0.0004464998400692482,3.121,3.35
11306756,0.000756,0.00044725123138586963,3.121,3.349
9285092,0.000757,0.0004482338200306822,3.121,3.348
9285034,0.000758,0.0004486384153550168,3.12,3.348
5508918,0.000759,0.00044927420800754255,3.12,3.347
2780668,0.00076,0.00044967880333187716,3.119,3.347
4449438,0.00076,0.00045031459598440294,3.119,3.346
4449393,0.000762,0.00045100818796897657,3.118,3.346
8211874,0.000762,0.00045135498396126333,3.118,3.345
7368471,0.000763,0.00045193297728174137,3.117,3.345
3271061,0.000764,0.0004523953719381237,3.117,3.344
5093687,0.000765,0.00045268436859836273,3.116,3.344
3249521,0.000765,0.0004534357599149841,3.116,3.343
2033043,0.000767,0.0004543027498957011,3.115,3.343
11926043,0.000767,0.0004544761478918445,3.115,3.342
11283861,0.000768,0.00045551653586870487,3.115,3.341
9642883,0.000769,0.00045557433520075267,3.114,3.341
17263113,0.00077,0.00045661472317761305,3.114,3.34
11413409,0.000771,0.00045719271649809104,3.113,3.34
10647401,0.000771,0.00045765511115447344,3.113,3.339
13635927,0.000772,0.00045794410781471246,3.112,3.339
16615342,0.000773,0.0004586954991313338,3.112,3.338
13590506,0.000774,0.00045904229512362064,3.111,3.338
13528991,0.000775,0.0004597358871081942,3.111,3.337
9741116,0.000776,0.0004603138804286722,3.11,3.337
718013,0.000776,0.0004608340744171024,3.11,3.336
8656365,0.000778,0.0004614698670696282,3.109,3.336
6571613,0.000778,0.0004618744623939628,3.109,3.335
5987994,0.000779,0.0004621634590542018,3.108,3.335
4074043,0.00078,0.00046291485037082316,3.108,3.334
7905030,0.000781,0.00046337724502720556,3.107,3.334
14097129,0.000781,0.00046401303767973134,3.107,3.333
2392237,0.000783,0.00046482222832840056,3.106,3.333
1419732,0.000783,0.00046505342565659173,3.106,3.332
6476968,0.000785,0.0004656892183091175,3.105,3.332
4359430,0.000786,0.0004661516129654999,3.105,3.331
9501888,0.000787,0.0004666140076218823,3.104,3.331
4449471,0.000788,0.0004671342016103125,3.103,3.331
7129914,0.000788,0.0004672498002744081,3.103,3.33
14158703,0.000789,0.0004682901882512685,3.103,3.329
14628461,0.00079,0.0004684635862474119,3.102,3.329
2421489,0.000791,0.00046938837556017665,3.102,3.328
12609025,0.000792,0.0004699663688806547,3.101,3.328
524300,0.000792,0.0004704865628690849,3.101,3.327
9643062,0.000793,0.0004715269508459452,3.101,3.326
4846910,0.000794,0.00047170034884208865,3.1,3.326
6971626,0.000795,0.00047262513815485345,3.1,3.325
8747593,0.000796,0.00047314533214328364,3.099,3.325
12608778,0.000796,0.00047372332546376163,3.099,3.324
8277585,0.000798,0.0004745903154444786,3.098,3.324
4448893,0.000798,0.0004748215127726698,3.098,3.323
8900256,0.000799,0.0004753995060931478,3.097,3.323
4448886,0.000799,0.000475919700081578,3.097,3.322
15364087,0.000801,0.0004763242954059126,3.096,3.322
4615348,0.000801,0.00047701788739048617,3.096,3.321
13864381,0.000803,0.00047811607469939435,3.095,3.32
4754735,0.000805,0.00047904086401215915,3.094,3.32
6407370,0.000805,0.00047921426200830253,3.094,3.319
13593180,0.000807,0.00048002345265697174,3.093,3.319
8518912,0.000807,0.0004803124493172107,3.093,3.318
10168038,0.000808,0.0004814106366261189,3.093,3.317
16747355,0.000809,0.00048158403462226227,3.092,3.317
13593144,0.00081,0.00048250882393502707,3.092,3.316
16716063,0.000811,0.00048314461658755285,3.091,3.316
8357136,0.000812,0.00048354921191188745,3.09,3.316
15236510,0.000812,0.00048366481057598304,3.09,3.315
5270648,0.000813,0.0004847629978848912,3.09,3.314
9285350,0.000814,0.0004851675932092258,3.089,3.314
9243860,0.000815,0.00048586118519379945,3.089,3.313
9643429,0.000816,0.0004863813791822296,3.088,3.313
5795287,0.000817,0.0004870171718347554,3.088,3.312
9574503,0.000818,0.0004873639678270422,3.087,3.312
10609916,0.000819,0.0004881153591436636,3.087,3.311
5429033,0.00082,0.0004886355531320938,3.086,3.311
651010,0.000821,0.0004892713457846196,3.086,3.31
10568009,0.000822,0.0004899649377691932,3.085,3.31
6667506,0.000822,0.0004903695330935278,3.085,3.309
11283917,0.000823,0.0004915255197344838,3.085,3.308
4184899,0.000824,0.0004916989177306271,3.084,3.308
9344307,0.000825,0.0004926237070433919,3.084,3.307
9967890,0.000826,0.0004932594996959177,3.083,3.307
2737103,0.000826,0.0004937796936843479,3.083,3.306
10567977,0.000827,0.0004940686903445869,3.082,3.306
17241589,0.000828,0.0004949356803253039,3.082,3.305
15364117,0.000829,0.0004959182689701165,3.081,3.305
5987987,0.000829,0.0004960338676342121,3.081,3.304
12159553,0.00083,0.0004971898542751681,3.081,3.303
7714974,0.000831,0.0004976522489315504,3.08,3.303
13391374,0.000831,0.000498345840916124,3.08,3.302
2203961,0.000833,0.0004994440282250323,3.079,3.302
10632256,0.000833,0.00049950182755708,3.079,3.301
5377970,0.000835,0.0005002532188737014,3.078,3.301
13815929,0.000836,0.000500657814198036,3.078,3.3
15627962,0.000837,0.0005011780081864662,3.077,3.3
9001901,0.000837,0.000501813800838992,3.077,3.299
8246452,0.000839,0.0005026229914876612,3.076,3.299
7981467,0.000839,0.0005029697874799479,3.076,3.298
12829478,0.000841,0.000503836777460665,3.075,3.298
8369874,0.000841,0.0005041257741209039,3.075,3.297
10903451,0.000843,0.0005047615667734298,3.074,3.297
4389002,0.000843,0.00050528176076186,3.074,3.296
954877,0.000844,0.000506437747402816,3.074,3.295
9740716,0.000845,0.0005065533460669115,3.073,3.295
13087272,0.000847,0.0005075937340437719,3.072,3.294
16734328,0.000848,0.0005087497206847279,3.072,3.293
14653681,0.000849,0.0005089809180129191,3.071,3.293
10172857,0.00085,0.0005099635066577316,3.071,3.292
13647152,0.000851,0.0005100791053218273,3.07,3.292
15404461,0.000852,0.0005111194932986877,3.07,3.291
10567806,0.000853,0.0005115240886230222,3.069,3.291
83785,0.000854,0.0005122754799396437,3.069,3.29
3291432,0.000855,0.0005130846705883128,3.068,3.29
7455376,0.000855,0.0005134892659126474,3.068,3.289
739629,0.000857,0.0005144140552254122,3.067,3.289
12599659,0.000857,0.0005146452525536033,3.067,3.288
8656295,0.000859,0.000515627841198416,3.066,3.288
10045275,0.000859,0.0005158590385266072,3.066,3.287
1390882,0.000861,0.0005167260285073241,3.065,3.287
6570936,0.000861,0.0005170150251675631,3.065,3.286
9702560,0.000862,0.0005174774198239456,3.064,3.286
8648359,0.000863,0.000518228811140567,3.064,3.285
12903828,0.000864,0.0005186334064649016,3.063,3.285
16782878,0.000865,0.0005194425971135707,3.063,3.284
15016935,0.000866,0.0005200205904340487,3.062,3.284
11413300,0.000866,0.0005205985837545268,3.062,3.283
10567828,0.000868,0.0005212921757391003,3.061,3.283
9366918,0.000868,0.0005218123697275305,3.061,3.282
1319820,0.00087,0.0005226215603761997,3.06,3.282
10207022,0.00087,0.0005230261557005343,3.06,3.281
10012951,0.000872,0.0005241821423414903,3.059,3.281
9026613,0.000872,0.000524239941673538,3.059,3.28
9734959,0.000873,0.0005254537276465418,3.059,3.279
9740371,0.000874,0.0005257427243067808,3.058,3.279
2773313,0.000875,0.0005266675136195456,3.058,3.278
3379785,0.000876,0.0005267253129515934,3.057,3.278
1406658,0.000878,0.0005278812995925493,3.057,3.277
15419963,0.000879,0.0005287482895732664,3.056,3.277
2398689,0.000879,0.0005290950855655532,3.056,3.276
12948906,0.000881,0.000530019874878318,3.055,3.276
2493986,0.000881,0.000530308871538557,3.055,3.275
5863546,0.000883,0.0005308290655269872,3.054,3.275
7185161,0.000883,0.0005315226575115607,3.054,3.274
7825909,0.000885,0.0005319850521679432,3.053,3.274
7701478,0.000886,0.0005327364434845645,3.053,3.273
16619904,0.000887,0.0005334878348011859,3.052,3.273
4184804,0.000887,0.0005339502294575683,3.052,3.272
4184943,0.000889,0.000534875018770333,3.051,3.272
8707778,0.000889,0.0005352218147626199,3.051,3.271
13529023,0.00089,0.0005364356007356236,3.051,3.27
14895374,0.000891,0.0005364934000676715,3.05,3.27
16466403,0.000892,0.0005377071860406753,3.05,3.269
6798623,0.000893,0.0005379961827009142,3.049,3.269
4185026,0.000894,0.000538920972013679,3.049,3.268
9591481,0.000895,0.000539498965334157,3.048,3.268
12071549,0.000896,0.0005401347579866828,3.048,3.267
2203964,0.000897,0.0005407705506392086,3.047,3.267
4184957,0.000898,0.0005414063432917344,3.047,3.266
16453006,0.000899,0.0005416375406199255,3.046,3.266
1165046,0.0009,0.0005426779285967859,3.046,3.265
8252762,0.000901,0.0005427357279288338,3.045,3.265
11504818,0.000902,0.0005438917145697897,3.045,3.264
2210970,0.000903,0.0005439495139018376,3.044,3.264
12038340,0.000905,0.0005450477012107457,3.043,3.264
13135673,0.000905,0.0005451632998748413,3.043,3.263
16795079,0.000907,0.0005464348851798929,3.042,3.262
3642596,0.000908,0.0005476486711528967,3.042,3.261
17113835,0.000909,0.0005478798684810879,3.041,3.261
9446658,0.00091,0.0005489202564579482,3.041,3.26
5238649,0.000911,0.0005494404504463784,3.04,3.26
288525,0.000912,0.0005501918417629998,3.04,3.259
10743856,0.000914,0.0005513478284039559,3.039,3.259
3843370,0.000914,0.0005514634270680515,3.039,3.258
14985445,0.000916,0.0005523304170487684,3.038,3.258
6053609,0.000916,0.000552735012373103,3.038,3.257
9595464,0.000918,0.0005538331996820112,3.037,3.257
8054410,0.000918,0.0005540065976781546,3.037,3.256
2865639,0.00092,0.0005549891863229671,3.036,3.256
14720633,0.00092,0.0005552781829832061,3.036,3.255
6053780,0.000922,0.0005559717749677798,3.035,3.255
8656274,0.000922,0.0005565497682882577,3.035,3.254
7636543,0.000924,0.0005576479555971659,3.034,3.254
1018962,0.000924,0.0005578791529253571,3.034,3.253
378586,0.000926,0.0005590351395663131,3.033,3.253
11283943,0.000926,0.0005591507382304087,3.033,3.252
12130379,0.000928,0.0005597287315508867,3.032,3.252
16983937,0.000928,0.0005604223235354603,3.032,3.251
9506416,0.000931,0.0005616939088405119,3.031,3.251
1964180,0.000931,0.0005617517081725596,3.031,3.25
12040612,0.000933,0.0005628498954814679,3.03,3.25
11563644,0.000933,0.0005630232934776113,3.03,3.249
3249405,0.000935,0.0005641792801185673,3.029,3.249
17017948,0.000935,0.0005642948787826629,3.029,3.248
4184712,0.000936,0.0005656242634197622,3.029,3.247
2012277,0.000937,0.0005660866580761446,3.028,3.247
8859234,0.000938,0.0005668958487248138,3.028,3.246
5724563,0.000939,0.0005674738420452918,3.027,3.246
7288105,0.000939,0.0005682252333619131,3.027,3.245
12608807,0.000941,0.0005691500226746779,3.026,3.245
17200107,0.000941,0.0005695546179990125,3.026,3.244
9740322,0.000943,0.0005704216079797296,3.025,3.244
14608838,0.000944,0.0005708262033040641,3.025,3.243
9984491,0.000946,0.0005719243906129723,3.024,3.243
14179160,0.000946,0.0005721555879411635,3.024,3.242
11996809,0.000948,0.0005727913805936893,3.023,3.242
1018935,0.000949,0.0005734849725782629,3.023,3.241
15364105,0.00095,0.0005739473672346453,3.022,3.241
446529,0.000951,0.0005748143572153623,3.022,3.24
5969470,0.000952,0.0005749299558794579,3.021,3.24
7187464,0.000954,0.0005761437418524616,3.02,3.239
1233335,0.000955,0.000577473126489561,3.02,3.238
1018964,0.000956,0.0005788025111266604,3.02,3.237
3239582,0.000957,0.000578918109790756,3.019,3.237
3079294,0.000958,0.0005801318957637598,3.019,3.236
1419276,0.000959,0.0005804786917560466,3.018,3.236
8227693,0.00096,0.0005814612804008591,3.018,3.235
16149066,0.000961,0.0005816924777290504,3.017,3.235
16708383,0.000963,0.000582675066373863,3.016,3.235
13405565,0.000963,0.0005827906650379585,3.016,3.234
11800789,0.000965,0.0005839466516789145,3.015,3.234
423900,0.000965,0.0005841200496750579,3.015,3.233
7633354,0.000967,0.0005855072336442051,3.015,3.232
2210627,0.000968,0.0005861430262967309,3.014,3.232
2914980,0.000968,0.0005868366182813045,3.014,3.231
7728800,0.00097,0.0005876458089299737,3.013,3.231
3899321,0.00097,0.0005882238022504516,3.013,3.23
10902801,0.000972,0.0005890329928991209,3.012,3.23
11230369,0.000973,0.000589553186887551,3.012,3.229
15035860,0.000974,0.0005903623775362203,3.011,3.229
6593610,0.000974,0.0005908825715246505,3.011,3.228
11970402,0.000976,0.0005922697554937976,3.011,3.227
9529719,0.000977,0.0005926165514860844,3.01,3.227
14798132,0.000978,0.0005936569394629447,3.01,3.226
6060825,0.000979,0.0005940615347872794,3.009,3.226
5688514,0.00098,0.0005949863241000442,3.009,3.225
8151613,0.000981,0.0005956221167525699,3.008,3.225
6001516,0.000982,0.0005963735080691913,3.008,3.224
3927789,0.000983,0.0005971826987178605,3.007,3.224
16983520,0.000984,0.0005977606920383385,3.007,3.223
6156991,0.000986,0.0005988588793472467,3.006,3.223
4072124,0.000986,0.0005991478760074857,3.006,3.222
9595752,0.000988,0.0005997258693279637,3.005,3.222
3284044,0.000989,0.0006005350599766328,3.005,3.221
4302098,0.00099,0.0006008240566368719,3.004,3.221
14771921,0.000991,0.0006019222439457801,3.004,3.22
3843330,0.000992,0.0006021534412739713,3.003,3.22
9543861,0.000994,0.0006033094279149272,3.003,3.219
7953756,0.000995,0.0006035406252431184,3.002,3.219
10745065,0.000996,0.0006046966118840744,3.002,3.218
8151607,0.000997,0.0006052168058725046,3.001,3.218
15061647,0.000998,0.0006060837958532216,3.001,3.217
8548934,0.000999,0.000606257193849365,3.0,3.217
4940589,0.001,0.0006074709798223688,3.0,3.216
12885122,0.001002,0.0006083957691351336,2.999,3.216
7313460,0.001002,0.0006088581637915159,2.999,3.215
1701351,0.001004,0.0006098407524363286,2.998,3.215
2036720,0.001004,0.0006102453477606632,2.998,3.214
714351,0.001006,0.0006113435350695713,2.997,3.214
8656313,0.001006,0.0006116903310618581,2.997,3.213
10936643,0.001008,0.0006130775150310053,2.997,3.212
8656321,0.001009,0.0006132509130271486,2.996,3.212
5169325,0.00101,0.0006145224983322003,2.996,3.211
8151612,0.001011,0.0006146380969962959,2.995,3.211
5751009,0.001012,0.0006159096823013475,2.995,3.21
111866,0.001013,0.0006163720769577298,2.994,3.21
10568236,0.001014,0.0006173546656025425,2.994,3.209
11219740,0.001016,0.0006182216555832594,2.993,3.209
7724534,0.001016,0.0006187418495716896,2.993,3.208
7325170,0.001018,0.0006195510402203588,2.992,3.208
2109820,0.001018,0.0006201868328728846,2.992,3.207
16935753,0.00102,0.000621516217509984,2.991,3.207
15832247,0.00102,0.0006216318161740796,2.991,3.206
10567966,0.001021,0.0006230190001432267,2.991,3.205
10963147,0.001023,0.0006239437894559915,2.99,3.205
7129827,0.001024,0.0006244639834444217,2.99,3.204
16862134,0.001025,0.0006253309734251387,2.989,3.204
4270126,0.001025,0.0006259089667456167,2.989,3.203
16970416,0.001027,0.0006273539500468117,2.988,3.202
729862,0.001029,0.0006287989333480067,2.988,3.201
1348171,0.00103,0.0006289145320121023,2.987,3.201
10010240,0.001032,0.000630128317985106,2.986,3.201
1503717,0.001032,0.0006302439166492016,2.986,3.2
4380121,0.001033,0.0006316888999503966,2.986,3.199
8228860,0.001034,0.0006318044986144922,2.985,3.199
14758608,0.001036,0.0006331916825836394,2.985,3.198
11306993,0.001037,0.0006338274752361652,2.984,3.198
14900307,0.001039,0.0006345210672207387,2.983,3.198
10072896,0.001039,0.0006346366658848344,2.983,3.197
15295850,0.001042,0.0006360816491860293,2.982,3.196
8568803,0.001044,0.000637064237830842,2.981,3.196
3156276,0.001044,0.0006375844318192721,2.981,3.195
14804903,0.001046,0.0006381046258077023,2.98,3.195
2767959,0.001048,0.0006390294151204671,2.98,3.194
9664907,0.001049,0.0006398964051011841,2.979,3.194
15178267,0.001049,0.0006404743984216621,2.979,3.193
2570744,0.001051,0.0006415725857305703,2.978,3.193
7636498,0.001051,0.0006419771810549049,2.978,3.192
9595376,0.001054,0.0006427863717035741,2.977,3.192
4098777,0.001056,0.0006434221643560998,2.976,3.192
7188110,0.001056,0.0006434799636881476,2.976,3.191
11552237,0.001058,0.0006449249469893426,2.976,3.19
15301787,0.001059,0.0006450405456534382,2.975,3.19
13141159,0.00106,0.0006464277296225854,2.975,3.189
16655828,0.001061,0.0006466589269507766,2.974,3.189
4305133,0.001062,0.0006479305122558282,2.974,3.188
6148128,0.001063,0.0006482773082481149,2.973,3.188
12903728,0.001065,0.000649433294889071,2.973,3.187
14604670,0.001066,0.0006494910942211187,2.972,3.187
14804862,0.001068,0.0006503580842018357,2.971,3.187
4184634,0.001068,0.0006509360775223137,2.971,3.186
4184633,0.00107,0.0006523810608235087,2.971,3.185
15766681,0.001071,0.0006530168534760345,2.97,3.185
15903874,0.001072,0.0006538838434567515,2.97,3.184
2908408,0.001073,0.0006544040374451816,2.969,3.184
17192044,0.001074,0.000655444425422042,2.969,3.183
17190539,0.001076,0.0006561380174066157,2.968,3.183
6947308,0.001077,0.0006569472080552849,2.968,3.182
6474257,0.001078,0.0006575830007078107,2.967,3.182
6421915,0.001079,0.0006584499906885276,2.967,3.181
16664304,0.00108,0.0006599527733217703,2.967,3.18
3740970,0.001081,0.0006602995693140572,2.966,3.18
13518010,0.001083,0.0006611665592947742,2.965,3.18
17031902,0.001083,0.0006614555559550132,2.965,3.179
8054414,0.001086,0.0006630161379203038,2.964,3.178
8859173,0.001088,0.0006642877232253553,2.963,3.178
3510251,0.001088,0.0006645189205535465,2.963,3.177
3328875,0.00109,0.0006660795025188371,2.963,3.176
10903501,0.001091,0.0006661951011829327,2.962,3.176
16685558,0.001093,0.0006675822851520799,2.961,3.175
9907609,0.001095,0.0006691428671173705,2.961,3.174
13864383,0.001096,0.000669836459101944,2.96,3.174
1163862,0.001097,0.0006707034490826611,2.96,3.173
6151820,0.001098,0.0006708768470788044,2.959,3.173
4954931,0.001099,0.0006722062317159038,2.959,3.172
5726718,0.001101,0.0006728420243684296,2.958,3.172
12102806,0.001102,0.0006737668136811944,2.958,3.171
15361243,0.001103,0.000674171409005529,2.957,3.171
2036711,0.001104,0.000675327395646485,2.957,3.17
8814995,0.001106,0.00067677237894768,2.956,3.17
15037506,0.001106,0.0006768879776117755,2.956,3.169
10183729,0.001108,0.0006774081716002057,2.955,3.169
4385336,0.001109,0.0006784485595770661,2.955,3.168
11474641,0.001111,0.0006796623455500699,2.954,3.168
3880295,0.001111,0.0006800091415423567,2.954,3.167
5701837,0.001113,0.0006815697235076473,2.954,3.166
14039877,0.001114,0.000681627522839695,2.953,3.166
4668726,0.001116,0.0006825523121524598,2.952,3.166
10625142,0.001117,0.0006831303054729379,2.952,3.165
2036729,0.001119,0.0006841128941177504,2.951,3.165
16018864,0.00112,0.0006847486867702762,2.951,3.164
3305013,0.001121,0.0006851532820946108,2.95,3.164
12619553,0.001123,0.0006863092687355667,2.95,3.163
11164796,0.001124,0.0006870028607201404,2.949,3.163
10642140,0.001125,0.0006878698507008573,2.949,3.162
10632491,0.001126,0.0006885056433533831,2.948,3.162
14991938,0.001127,0.0006894882319981958,2.948,3.161
3252480,0.001129,0.0006902396233148171,2.947,3.161
1689243,0.00113,0.0006910488139634863,2.947,3.16
12350565,0.001132,0.0006918580046121555,2.946,3.16
315109,0.001133,0.0006926671952608247,2.946,3.159
1445283,0.001134,0.0006931295899172071,2.945,3.159
5376262,0.001135,0.0006942277772261152,2.945,3.158
872865,0.001137,0.0006952681652029756,2.944,3.158
8004619,0.001138,0.0006958461585234537,2.944,3.157
1846358,0.001139,0.0006964241518439316,2.943,3.157
12088276,0.001141,0.000697464539820792,2.943,3.156
3042042,0.001142,0.0006984471284656046,2.942,3.156
1466028,0.001143,0.0006990829211181304,2.942,3.155
1522503,0.001145,0.0007000655097629429,2.941,3.155
10730451,0.001145,0.0007007013024154687,2.941,3.154
4184764,0.001147,0.00070093249974366,2.94,3.154
485192,0.001148,0.0007023196837128072,2.94,3.153
15664217,0.00115,0.0007031866736935241,2.939,3.153
7185246,0.00115,0.0007039380650101455,2.939,3.152
16835811,0.001153,0.0007052096503151971,2.938,3.152
11307099,0.001154,0.0007055564463074839,2.938,3.151
4925307,0.001155,0.0007062500382920575,2.937,3.151
2053367,0.001156,0.0007071748276048222,2.937,3.15
11514037,0.001158,0.0007078684195893958,2.936,3.15
8378415,0.001159,0.0007087932089021606,2.936,3.149
9691963,0.001161,0.0007098913962110689,2.935,3.149
7512146,0.001161,0.0007104115901994991,2.935,3.148
10589413,0.001163,0.0007108161855238336,2.934,3.148
4184595,0.001164,0.0007120877708288852,2.934,3.147
10122913,0.001166,0.0007131859581377934,2.933,3.147
13821272,0.001166,0.0007137061521262236,2.933,3.146
15781734,0.001169,0.000715324533423562,2.932,3.145
7981112,0.001171,0.0007165383193965657,2.931,3.145
16475554,0.001171,0.0007170007140529481,2.931,3.144
6061022,0.001174,0.0007183300986900476,2.93,3.144
12882017,0.001175,0.0007186768946823343,2.93,3.143
12812435,0.001177,0.0007195438846630513,2.929,3.143
12444088,0.001177,0.0007202952759796726,2.929,3.142
3017939,0.001179,0.0007209310686321984,2.928,3.142
2850607,0.00118,0.0007219714566090588,2.928,3.141
4299932,0.001182,0.000722780647257728,2.927,3.141
9911778,0.001183,0.0007236476372384451,2.927,3.14
14758610,0.001185,0.0007251504198716878,2.926,3.14
7633340,0.001186,0.0007253238178678312,2.926,3.139
2970291,0.001188,0.0007267688011690261,2.925,3.139
13109826,0.001188,0.0007269999984972174,2.925,3.138
2893685,0.00119,0.0007275779918176953,2.924,3.138
17072688,0.001191,0.0007286183797945557,2.924,3.137
3205991,0.001193,0.0007294275704432249,2.923,3.137
14145435,0.001194,0.0007303523597559897,2.923,3.136
1546401,0.001196,0.0007311615504046589,2.922,3.136
13891197,0.001196,0.0007320285403853759,2.922,3.135
12918759,0.001199,0.000733415724354523,2.921,3.135
14013917,0.001199,0.0007337047210147621,2.921,3.134
1724117,0.001201,0.000734860707655718,2.92,3.134
2789339,0.001201,0.0007353809016441482,2.92,3.133
15361234,0.001204,0.0007364212896210086,2.919,3.133
13891177,0.001204,0.0007370570822735344,2.919,3.132
5064893,0.001206,0.0007387910622349684,2.919,3.131
13837738,0.001207,0.0007388488615670161,2.918,3.131
10119048,0.00121,0.0007401204468720678,2.917,3.131
6780986,0.001211,0.0007404672428643546,2.917,3.13
11513434,0.001212,0.0007407562395245936,2.916,3.13
17209242,0.001214,0.0007422012228257886,2.916,3.129
14320840,0.001215,0.0007426058181501231,2.915,3.129
12882019,0.001216,0.0007438774034551748,2.915,3.128
853726,0.001218,0.0007449755907640829,2.914,3.128
3631888,0.001218,0.0007456113834166087,2.914,3.127
6584264,0.001221,0.0007470563667178037,2.913,3.127
11692820,0.001221,0.0007473453633780427,2.913,3.126
12102768,0.001224,0.0007489059453433332,2.912,3.126
2072563,0.001224,0.0007490793433394767,2.912,3.125
3111695,0.001227,0.0007505821259727194,2.911,3.125
2798751,0.001227,0.0007508133233009106,2.911,3.124
3373877,0.001229,0.00075214270793801,2.91,3.124
5714171,0.001229,0.0007524895039302968,2.91,3.123
15404813,0.001231,0.0007542234838917308,2.91,3.122
11395198,0.001232,0.0007542812832237785,2.909,3.122
1386145,0.001234,0.0007560152631852125,2.909,3.121
8326321,0.001235,0.0007562464605134037,2.908,3.121
5272338,0.001237,0.0007577492431466465,2.908,3.12
5678957,0.001238,0.0007587318317914591,2.907,3.12
1621030,0.001239,0.0007594832231080804,2.907,3.119
12615846,0.001241,0.0007601190157606062,2.906,3.119
16936785,0.001243,0.0007612172030695145,2.906,3.118
2195425,0.001244,0.0007613906010656579,2.905,3.118
7634423,0.001246,0.0007624309890425183,2.904,3.118
9595779,0.001246,0.0007630089823629962,2.904,3.117
9446640,0.001249,0.0007644539656641912,2.903,3.117
14981565,0.001249,0.0007647429623244302,2.903,3.116
1876122,0.001252,0.0007663613436217685,2.902,3.116
205696,0.001252,0.000766534741617912,2.902,3.115
17120360,0.001255,0.0007682109222472981,2.901,3.115
