,P,Exp P,Log P,Log Exp P
9325962,7.88e-05,7.228590202038023e-05,4.103,4.141
6649540,7.9e-05,7.239331049292165e-05,4.102,4.14
3221640,7.94e-05,7.255442320173379e-05,4.1,4.139
5185631,7.96e-05,7.266183167427521e-05,4.099,4.139
3520064,7.97e-05,7.271553591054593e-05,4.099,4.138
3183042,7.98e-05,7.276924014681664e-05,4.098,4.138
10220593,7.99e-05,7.287664861935806e-05,4.097,4.137
6555033,7.99e-05,7.303776132817021e-05,4.097,4.136
11355094,7.99e-05,7.319887403698234e-05,4.097,4.135
3520039,8.01e-05,7.325257827325306e-05,4.096,4.135
11228612,8.01e-05,7.34136909820652e-05,4.096,4.134
11224847,8.04e-05,7.346739521833592e-05,4.095,4.134
5339685,8.05e-05,7.357480369087734e-05,4.094,4.133
183152,8.06e-05,7.373591639968949e-05,4.094,4.132
16658889,8.08e-05,7.37896206359602e-05,4.093,4.132
12442309,8.1e-05,7.384332487223091e-05,4.092,4.132
7459651,8.1e-05,7.389702910850162e-05,4.092,4.131
852118,8.12e-05,7.395073334477234e-05,4.09,4.131
8736090,8.12e-05,7.405814181731377e-05,4.09,4.13
12599374,8.14e-05,7.42192545261259e-05,4.089,4.129
9592149,8.16e-05,7.443407147120875e-05,4.088,4.128
17007013,8.18e-05,7.454147994375018e-05,4.087,4.128
10410079,8.18e-05,7.45951841800209e-05,4.087,4.127
6160643,8.2e-05,7.475629688883303e-05,4.086,4.126
3087488,8.22e-05,7.486370536137446e-05,4.085,4.126
18353728,8.23e-05,7.491740959764518e-05,4.085,4.125
1480706,8.24e-05,7.49711138339159e-05,4.084,4.125
391234,8.25e-05,7.507852230645732e-05,4.084,4.124
10183143,8.26e-05,7.523963501526946e-05,4.083,4.124
17469406,8.26e-05,7.529333925154018e-05,4.083,4.123
16776544,8.27e-05,7.534704348781088e-05,4.082,4.123
16981493,8.28e-05,7.545445196035231e-05,4.082,4.122
10224346,8.29e-05,7.561556466916445e-05,4.081,4.121
1749906,8.3e-05,7.577667737797659e-05,4.081,4.12
16981508,8.32e-05,7.588408585051801e-05,4.08,4.12
1850511,8.33e-05,7.593779008678873e-05,4.079,4.12
6998150,8.33e-05,7.599149432305944e-05,4.079,4.119
645882,8.35e-05,7.609890279560087e-05,4.078,4.119
8203183,8.35e-05,7.615260703187159e-05,4.078,4.118
13998253,8.36e-05,7.631371974068372e-05,4.078,4.117
16936986,8.37e-05,7.636742397695444e-05,4.077,4.117
12177480,8.37e-05,7.647483244949586e-05,4.077,4.116
12039646,8.39e-05,7.668964939457872e-05,4.076,4.115
3134992,8.39e-05,7.685076210339086e-05,4.076,4.114
2607473,8.41e-05,7.7011874812203e-05,4.075,4.113
8609095,8.43e-05,7.722669175728585e-05,4.074,4.112
15343258,8.47e-05,7.733410022982727e-05,4.072,4.112
18569171,8.49e-05,7.7387804466098e-05,4.071,4.111
12986569,8.5e-05,7.754891717491013e-05,4.071,4.11
17494629,8.51e-05,7.760262141118085e-05,4.07,4.11
7985945,8.51e-05,7.776373411999298e-05,4.07,4.109
14623603,8.53e-05,7.787114259253442e-05,4.069,4.109
12893159,8.53e-05,7.792484682880513e-05,4.069,4.108
4229317,8.55e-05,7.808595953761727e-05,4.068,4.107
16981453,8.58e-05,7.82470722464294e-05,4.067,4.107
15563877,8.58e-05,7.830077648270012e-05,4.067,4.106
9931664,8.59e-05,7.840818495524155e-05,4.066,4.106
3087608,8.59e-05,7.846188919151226e-05,4.066,4.105
15487850,8.61e-05,7.86230019003244e-05,4.065,4.104
12014148,8.62e-05,7.867670613659511e-05,4.064,4.104
15741477,8.63e-05,7.883781884540726e-05,4.064,4.103
16937031,8.64e-05,7.889152308167796e-05,4.063,4.103
5579607,8.65e-05,7.899893155421939e-05,4.063,4.102
5581482,8.65e-05,7.916004426303153e-05,4.063,4.101
15446563,8.66e-05,7.921374849930225e-05,4.062,4.101
12084980,8.66e-05,7.937486120811439e-05,4.062,4.1
15982478,8.68e-05,7.948226968065581e-05,4.061,4.1
1850561,8.69e-05,7.953597391692653e-05,4.061,4.099
5581449,8.7e-05,7.969708662573867e-05,4.06,4.099
16901830,8.71e-05,7.975079086200939e-05,4.06,4.098
9931667,8.72e-05,7.991190357082152e-05,4.059,4.097
14497978,8.73e-05,8.012672051590437e-05,4.059,4.096
2647568,8.74e-05,8.018042475217509e-05,4.058,4.096
15520605,8.74e-05,8.028783322471652e-05,4.058,4.095
7459579,8.75e-05,8.044894593352865e-05,4.058,4.094
10904722,8.77e-05,8.06100586423408e-05,4.057,4.094
9325955,8.78e-05,8.066376287861152e-05,4.057,4.093
12216163,8.8e-05,8.082487558742365e-05,4.056,4.092
10614019,8.81e-05,8.093228405996507e-05,4.055,4.092
14137212,8.82e-05,8.10396925325065e-05,4.055,4.091
6978892,8.83e-05,8.114710100504793e-05,4.054,4.091
11079894,8.83e-05,8.120080524131865e-05,4.054,4.09
13616180,8.84e-05,8.14156221864015e-05,4.054,4.089
18038452,8.85e-05,8.157673489521363e-05,4.053,4.088
4228412,8.87e-05,8.168414336775506e-05,4.052,4.088
17794688,8.87e-05,8.179155184029648e-05,4.052,4.087
1071688,8.88e-05,8.195266454910863e-05,4.052,4.086
5565849,8.89e-05,8.200636878537934e-05,4.051,4.086
8659665,8.9e-05,8.216748149419148e-05,4.051,4.085
16902066,8.91e-05,8.22211857304622e-05,4.05,4.085
5231884,8.92e-05,8.232859420300363e-05,4.05,4.084
12014073,8.93e-05,8.243600267554506e-05,4.049,4.084
186358,8.95e-05,8.254341114808648e-05,4.048,4.083
15193091,8.96e-05,8.270452385689861e-05,4.048,4.082
7491687,8.97e-05,8.275822809316933e-05,4.047,4.082
4896472,8.98e-05,8.291934080198147e-05,4.047,4.081
13492974,8.99e-05,8.30267492745229e-05,4.046,4.081
3466926,8.99e-05,8.313415774706432e-05,4.046,4.08
3076836,9.01e-05,8.324156621960575e-05,4.045,4.08
13331161,9.03e-05,8.329527045587647e-05,4.044,4.079
11079185,9.05e-05,8.345638316468861e-05,4.043,4.079
8535622,9.05e-05,8.351008740095932e-05,4.043,4.078
4437670,9.06e-05,8.367120010977146e-05,4.043,4.077
6546533,9.07e-05,8.372490434604217e-05,4.042,4.077
5231798,9.09e-05,8.377860858231289e-05,4.041,4.077
174862,9.09e-05,8.388601705485432e-05,4.041,4.076
16221472,9.11e-05,8.399342552739574e-05,4.04,4.076
17007044,9.11e-05,8.404712976366645e-05,4.04,4.075
15667080,9.12e-05,8.42619467087493e-05,4.04,4.074
7491536,9.14e-05,8.436935518129073e-05,4.039,4.074
14137177,9.14e-05,8.447676365383215e-05,4.039,4.073
13411201,9.17e-05,8.458417212637358e-05,4.038,4.073
10614088,9.18e-05,8.46378763626443e-05,4.037,4.072
14755488,9.19e-05,8.485269330772715e-05,4.037,4.071
10614003,9.2e-05,8.496010178026858e-05,4.036,4.071
11246708,9.21e-05,8.506751025281e-05,4.036,4.07
9668639,9.22e-05,8.522862296162215e-05,4.035,4.069
9689022,9.24e-05,8.538973567043428e-05,4.034,4.069
15055187,9.25e-05,8.5443439906705e-05,4.034,4.068
12899170,9.26e-05,8.555084837924643e-05,4.033,4.068
15193078,9.26e-05,8.565825685178786e-05,4.033,4.067
16275261,9.27e-05,8.581936956059999e-05,4.033,4.066
7403692,9.28e-05,8.592677803314142e-05,4.032,4.066
15445986,9.29e-05,8.603418650568284e-05,4.032,4.065
12831724,9.31e-05,8.614159497822427e-05,4.031,4.065
15056022,9.31e-05,8.62490034507657e-05,4.031,4.064
8252062,9.33e-05,8.635641192330713e-05,4.03,4.064
17792183,9.33e-05,8.641011615957784e-05,4.03,4.063
13849678,9.36e-05,8.646382039584856e-05,4.029,4.063
13329991,9.37e-05,8.66249331046607e-05,4.028,4.062
14820124,9.37e-05,8.683975004974355e-05,4.028,4.061
3045686,9.39e-05,8.694715852228497e-05,4.027,4.061
1852553,9.39e-05,8.700086275855569e-05,4.027,4.06
15446389,9.4e-05,8.721567970363854e-05,4.027,4.059
9118316,9.41e-05,8.732308817617997e-05,4.026,4.059
15236659,9.41e-05,8.74304966487214e-05,4.026,4.058
7765547,9.42e-05,8.764531359380425e-05,4.026,4.057
18554657,9.44e-05,8.769901783007497e-05,4.025,4.057
7459743,9.44e-05,8.78064263026164e-05,4.025,4.056
8735639,9.46e-05,8.796753901142853e-05,4.024,4.056
2426582,9.47e-05,8.802124324769925e-05,4.024,4.055
15216401,9.48e-05,8.812865172024067e-05,4.023,4.055
12076415,9.49e-05,8.82360601927821e-05,4.023,4.054
14820038,9.5e-05,8.845087713786495e-05,4.022,4.053
11246854,9.52e-05,8.850458137413566e-05,4.021,4.053
13859641,9.53e-05,8.86656940829478e-05,4.021,4.052
4404358,9.54e-05,8.877310255548923e-05,4.02,4.052
11573143,9.55e-05,8.882680679175994e-05,4.02,4.051
10876334,9.57e-05,8.904162373684279e-05,4.019,4.05
14137170,9.58e-05,8.925644068192566e-05,4.019,4.049
4832262,9.59e-05,8.931014491819636e-05,4.018,4.049
7145854,9.6e-05,8.947125762700851e-05,4.018,4.048
5294359,9.61e-05,8.952496186327922e-05,4.017,4.048
10402432,9.62e-05,8.968607457209136e-05,4.017,4.047
10054975,9.63e-05,8.98471872809035e-05,4.016,4.046
6474314,9.64e-05,9.006200422598635e-05,4.016,4.045
13331174,9.65e-05,9.02768211710692e-05,4.015,4.044
12657074,9.67e-05,9.049163811615205e-05,4.015,4.043
9754625,9.69e-05,9.059904658869349e-05,4.014,4.043
18554503,9.7e-05,9.070645506123492e-05,4.013,4.042
642641,9.71e-05,9.092127200631777e-05,4.013,4.041
14820042,9.72e-05,9.10286804788592e-05,4.012,4.041
10410722,9.73e-05,9.113608895140062e-05,4.012,4.04
1271566,9.74e-05,9.118979318767133e-05,4.011,4.04
15216463,9.77e-05,9.135090589648348e-05,4.01,4.039
4437673,9.78e-05,9.156572284156633e-05,4.01,4.038
14943265,9.79e-05,9.161942707783704e-05,4.009,4.038
12215672,9.82e-05,9.167313131410776e-05,4.008,4.038
12484759,9.84e-05,9.178053978664918e-05,4.007,4.037
7447736,9.86e-05,9.183424402291989e-05,4.006,4.037
2652132,9.87e-05,9.194165249546133e-05,4.006,4.036
5635732,9.88e-05,9.204906096800275e-05,4.005,4.036
4594589,9.89e-05,9.215646944054418e-05,4.005,4.035
6978917,9.91e-05,9.22638779130856e-05,4.004,4.035
3228881,9.91e-05,9.237128638562703e-05,4.004,4.034
7409280,9.92e-05,9.247869485816846e-05,4.003,4.034
7408100,9.94e-05,9.258610333070989e-05,4.003,4.033
7123194,9.95e-05,9.263980756698059e-05,4.002,4.033
13141733,9.96e-05,9.280092027579274e-05,4.002,4.032
14137140,9.97e-05,9.285462451206344e-05,4.001,4.032
12986476,9.98e-05,9.301573722087559e-05,4.001,4.031
10904703,9.99e-05,9.317684992968772e-05,4.0,4.031
14900031,9.99e-05,9.323055416595844e-05,4.0,4.03
11240401,0.0001,9.34453711110413e-05,4.0,4.029
14137193,0.0001,9.366018805612415e-05,4.0,4.028
14498044,0.0001,9.3875005001207e-05,4.0,4.027
16981526,0.000101,9.403611771001915e-05,3.996,4.027
10032428,0.000101,9.408982194628985e-05,3.996,4.026
11240406,0.000101,9.43046388913727e-05,3.996,4.025
12072383,0.000102,9.451945583645556e-05,3.991,4.024
12085013,0.000102,9.473427278153841e-05,3.991,4.023
17150696,0.000102,9.500279396289198e-05,3.991,4.022
3604195,0.000102,9.521761090797484e-05,3.991,4.021
7459809,0.000103,9.532501938051626e-05,3.987,4.021
12014141,0.000103,9.543242785305769e-05,3.987,4.02
12657165,0.000103,9.564724479814054e-05,3.987,4.019
1013340,0.000103,9.586206174322339e-05,3.987,4.018
8067557,0.000103,9.607687868830625e-05,3.987,4.017
842867,0.000104,9.618428716084769e-05,3.983,4.017
14487063,0.000104,9.629169563338911e-05,3.983,4.016
851378,0.000104,9.650651257847196e-05,3.983,4.015
3214438,0.000104,9.672132952355482e-05,3.983,4.014
5052676,0.000104,9.698985070490838e-05,3.983,4.013
8009828,0.000105,9.70435549411791e-05,3.979,4.013
12807608,0.000105,9.720466764999123e-05,3.979,4.012
8512166,0.000105,9.741948459507408e-05,3.979,4.011
10613967,0.000105,9.763430154015695e-05,3.979,4.01
12085123,0.000106,9.774171001269837e-05,3.975,4.01
16189440,0.000106,9.78491184852398e-05,3.975,4.009
10410064,0.000106,9.806393543032265e-05,3.975,4.008
14888090,0.000106,9.833245661167621e-05,3.975,4.007
11375781,0.000107,9.849356932048836e-05,3.971,4.007
4915067,0.000107,9.854727355675906e-05,3.971,4.006
9035787,0.000107,9.876209050184192e-05,3.971,4.005
14820197,0.000107,9.897690744692477e-05,3.971,4.004
15667065,0.000108,9.924542862827834e-05,3.967,4.003
18592282,0.000108,9.946024557336119e-05,3.967,4.002
3033642,0.000108,9.967506251844405e-05,3.967,4.001
5626375,0.000108,9.98898794635269e-05,3.967,4.0
14137241,0.000109,9.999728793606832e-05,3.963,4.0
12408387,0.000109,0.00010015840064488047,3.963,3.999
8171812,0.000109,0.00010037321758996332,3.963,3.998
13492683,0.000109,0.00010058803453504618,3.963,3.997
7122905,0.000109,0.00010085655571639975,3.963,3.996
7519552,0.00011,0.00010091025995267045,3.959,3.996
14137234,0.00011,0.0001010713726614826,3.959,3.995
6903523,0.00011,0.00010128618960656545,3.959,3.994
14137246,0.00011,0.00010155471078791901,3.959,3.993
7519546,0.00011,0.00010176952773300186,3.959,3.992
12761056,0.000111,0.00010182323196927258,3.955,3.992
7519562,0.000111,0.00010198434467808473,3.955,3.991
8512142,0.000111,0.00010225286585943829,3.955,3.99
11709596,0.000111,0.00010246768280452114,3.955,3.989
7519554,0.000112,0.00010273620398587471,3.951,3.988
10614008,0.000112,0.00010295102093095757,3.951,3.987
13128531,0.000112,0.00010316583787604042,3.951,3.986
16495472,0.000112,0.00010343435905739399,3.951,3.985
15216373,0.000113,0.0001034880632936647,3.947,3.985
15571750,0.000113,0.00010364917600247684,3.947,3.984
14575573,0.000113,0.0001039176971838304,3.947,3.983
8314991,0.000113,0.00010413251412891326,3.947,3.982
8535666,0.000113,0.00010440103531026683,3.947,3.981
12214274,0.000113,0.00010461585225534968,3.947,3.98
15962863,0.000114,0.00010472326072789111,3.943,3.98
18551708,0.000114,0.00010488437343670325,3.943,3.979
2752699,0.000114,0.0001050991903817861,3.943,3.978
10987170,0.000114,0.00010536771156313966,3.943,3.977
1480732,0.000115,0.00010552882427195181,3.939,3.977
18038534,0.000115,0.00010558252850822252,3.939,3.976
12893035,0.000115,0.00010585104968957609,3.939,3.975
7459759,0.000115,0.00010606586663465894,3.939,3.974
5635779,0.000115,0.00010633438781601251,3.939,3.973
2919544,0.000115,0.00010654920476109537,3.939,3.972
6419951,0.000115,0.00010681772594244893,3.939,3.971
8171510,0.000116,0.00010687143017871965,3.936,3.971
18006757,0.000116,0.00010703254288753178,3.936,3.97
18006882,0.000116,0.00010730106406888535,3.936,3.969
3318442,0.000116,0.00010756958525023892,3.936,3.968
10987160,0.000116,0.00010778440219532178,3.936,3.967
15679847,0.000117,0.00010799921914040463,3.932,3.967
7519539,0.000117,0.00010805292337667533,3.932,3.966
14541677,0.000117,0.00010832144455802891,3.932,3.965
7461060,0.000117,0.00010853626150311176,3.932,3.964
17794668,0.000118,0.00010880478268446532,3.928,3.963
1379459,0.000118,0.00010901959962954818,3.928,3.962
2426667,0.000118,0.00010928812081090174,3.928,3.961
13492934,0.000118,0.00010955664199225532,3.928,3.96
6650062,0.000119,0.00010971775470106745,3.924,3.96
17869149,0.000119,0.00010982516317360887,3.924,3.959
6162726,0.000119,0.00011003998011869173,3.924,3.958
2037328,0.000119,0.0001103085013000453,3.924,3.957
18592258,0.00012,0.00011036220553631602,3.921,3.957
15679159,0.00012,0.00011057702248139887,3.921,3.956
9405970,0.00012,0.00011079183942648172,3.921,3.955
5940064,0.00012,0.00011106036060783528,3.921,3.954
13331682,0.000121,0.00011127517755291814,3.917,3.954
12913208,0.000121,0.00011132888178918886,3.917,3.953
11904374,0.000121,0.00011159740297054241,3.917,3.952
12931293,0.000121,0.00011186592415189599,3.917,3.951
10429437,0.000121,0.00011208074109697884,3.917,3.95
1480727,0.000122,0.00011234926227833241,3.914,3.949
9325941,0.000122,0.00011261778345968597,3.914,3.948
8680460,0.000122,0.00011288630464103954,3.914,3.947
12893024,0.000123,0.00011304741734985168,3.91,3.947
1142455,0.000123,0.00011315482582239312,3.91,3.946
10613954,0.000123,0.00011342334700374667,3.91,3.945
2404580,0.000123,0.00011363816394882953,3.91,3.944
18550302,0.000123,0.0001139066851301831,3.91,3.943
13493109,0.000123,0.00011417520631153666,3.91,3.942
17903576,0.000124,0.00011439002325661951,3.907,3.942
1480766,0.000124,0.00011444372749289023,3.907,3.941
11079568,0.000124,0.0001147122486742438,3.907,3.94
7491492,0.000124,0.00011498076985559736,3.907,3.939
54697,0.000125,0.00011519558680068021,3.903,3.939
16134962,0.000125,0.00011524929103695093,3.903,3.938
11579357,0.000125,0.0001155178122183045,3.903,3.937
14820071,0.000125,0.00011578633339965807,3.903,3.936
8659714,0.000126,0.00011600115034474092,3.9,3.936
12048559,0.000126,0.00011605485458101164,3.9,3.935
6828281,0.000126,0.0001163233757623652,3.9,3.934
7560113,0.000126,0.00011659189694371877,3.9,3.933
851258,0.000126,0.00011686041812507233,3.9,3.932
4605678,0.000127,0.00011707523507015518,3.896,3.932
8252001,0.000127,0.0001171289393064259,3.896,3.931
3555018,0.000127,0.00011739746048777947,3.896,3.93
8659699,0.000127,0.00011766598166913303,3.896,3.929
9405968,0.000127,0.0001179345028504866,3.896,3.928
1480746,0.000128,0.00011820302403184016,3.893,3.927
7987092,0.000128,0.00011847154521319374,3.893,3.926
16784576,0.000128,0.0001187400663945473,3.893,3.925
9295943,0.000128,0.00011900858757590087,3.893,3.924
12245410,0.000129,0.00011922340452098372,3.889,3.924
5635804,0.000129,0.00011927710875725444,3.889,3.923
1810672,0.000129,0.000119545629938608,3.889,3.922
4605382,0.000129,0.00011981415111996157,3.889,3.921
7519480,0.000129,0.00012013637653758585,3.889,3.92
7556954,0.000129,0.00012040489771893942,3.889,3.919
1527436,0.00013,0.00012056601042775156,3.886,3.919
8535613,0.00013,0.00012067341890029298,3.886,3.918
3170531,0.000131,0.00012094194008164655,3.883,3.917
12320878,0.000131,0.00012121046126300011,3.883,3.916
5828378,0.000131,0.00012147898244435369,3.883,3.915
11644994,0.000131,0.00012180120786197796,3.883,3.914
3261019,0.000132,0.00012201602480706082,3.879,3.914
7685169,0.000132,0.00012206972904333154,3.879,3.913
5828072,0.000132,0.0001223382502246851,3.879,3.912
14820048,0.000132,0.00012260677140603867,3.879,3.911
381175,0.000133,0.00012292899682366293,3.876,3.91
2426632,0.000133,0.0001231975180050165,3.876,3.909
3045635,0.000134,0.00012346603918637008,3.873,3.908
9091125,0.000134,0.00012378826460399437,3.873,3.907
7453112,0.000134,0.00012405678578534792,3.873,3.906
11225512,0.000135,0.00012427160273043077,3.87,3.906
5526056,0.000135,0.0001243253069667015,3.87,3.905
12447759,0.000135,0.00012464753238432578,3.87,3.904
6162702,0.000135,0.00012491605356567935,3.87,3.903
2160287,0.000135,0.0001251845747470329,3.87,3.902
12681738,0.000136,0.00012529198321957434,3.866,3.902
11271586,0.000136,0.0001255068001646572,3.866,3.901
17042931,0.000136,0.00012577532134601076,3.866,3.9
17732955,0.000136,0.00012604384252736434,3.866,3.899
1097167,0.000137,0.0001262586594724472,3.863,3.899
9405957,0.000137,0.0001263660679449886,3.863,3.898
9405959,0.000137,0.00012663458912634217,3.863,3.897
3691354,0.000137,0.00012695681454396644,3.863,3.896
1071619,0.000138,0.0001271179272527786,3.86,3.896
13725351,0.000138,0.00012722533572532,3.86,3.895
18006958,0.000138,0.0001275475611429443,3.86,3.894
11652537,0.000138,0.00012781608232429788,3.86,3.893
13331806,0.000139,0.00012803089926938073,3.857,3.893
18006930,0.000139,0.00012813830774192214,3.857,3.892
4772954,0.000139,0.0001284068289232757,3.857,3.891
4725604,0.00014,0.0001287290543409,3.854,3.89
10893497,0.00014,0.00012899757552225355,3.854,3.889
11981877,0.00014,0.00012931980093987784,3.854,3.888
10610908,0.00014,0.00012958832212123142,3.854,3.887
7447782,0.000141,0.00012991054753885568,3.851,3.886
10893348,0.000141,0.00013017906872020925,3.851,3.885
514950,0.000141,0.00013050129413783355,3.851,3.884
2652039,0.000141,0.0001307698153191871,3.851,3.883
8161391,0.000142,0.00013098463226426994,3.848,3.883
9091124,0.000142,0.00013109204073681138,3.848,3.882
12246223,0.000142,0.00013141426615443565,3.848,3.881
11375804,0.000142,0.00013168278733578922,3.848,3.88
11299625,0.000143,0.0001320050127534135,3.845,3.879
1480755,0.000143,0.00013232723817103778,3.845,3.878
11228271,0.000143,0.00013259575935239135,3.845,3.877
4575017,0.000143,0.00013291798477001564,3.845,3.876
6162622,0.000144,0.00013302539324255706,3.842,3.876
5000698,0.000144,0.0001332402101876399,3.842,3.875
16371031,0.000144,0.00013350873136899348,3.842,3.874
8735660,0.000144,0.00013383095678661777,3.842,3.873
2453164,0.000144,0.00013415318220424204,3.842,3.872
16495283,0.000145,0.0001343679991493249,3.839,3.872
12913547,0.000145,0.00013447540762186633,3.839,3.871
9326179,0.000145,0.0001347439288032199,3.839,3.87
1676825,0.000145,0.00013506615422084417,3.839,3.869
13435232,0.000146,0.00013533467540219774,3.836,3.869
9326110,0.000146,0.00013538837963846846,3.836,3.868
8139934,0.000146,0.00013571060505609273,3.836,3.867
13493124,0.000146,0.00013603283047371702,3.836,3.866
15510954,0.000147,0.00013608653470998774,3.833,3.866
5940421,0.000147,0.0001363013516550706,3.833,3.865
642622,0.000147,0.00013662357707269486,3.833,3.864
8971767,0.000147,0.00013694580249031915,3.833,3.863
5014952,0.000148,0.00013705321096286056,3.83,3.863
7453115,0.000148,0.0001372680279079434,3.83,3.862
7447818,0.000148,0.0001375902533255677,3.83,3.861
8512268,0.000148,0.00013791247874319197,3.83,3.86
9689015,0.000149,0.00013823470416081626,3.827,3.859
5514467,0.000149,0.00013855692957844053,3.827,3.858
6929649,0.000149,0.00013887915499606482,3.827,3.857
1071556,0.00015,0.0001392013804136891,3.824,3.856
11360550,0.00015,0.00013952360583131338,3.824,3.855
4574999,0.00015,0.00013984583124893767,3.824,3.854
2352924,0.000151,0.00014006064819402052,3.821,3.854
11360709,0.000151,0.00014016805666656194,3.821,3.853
8659683,0.000151,0.00014049028208418623,3.821,3.852
10148095,0.000151,0.0001408125075018105,3.821,3.851
7519343,0.000152,0.00014097362021062265,3.818,3.851
12098367,0.000152,0.00014113473291943479,3.818,3.85
4813776,0.000152,0.00014145695833705908,3.818,3.849
2479146,0.000152,0.00014177918375468334,3.818,3.848
1274709,0.000152,0.00014210140917230764,3.818,3.847
3033643,0.000153,0.00014215511340857833,3.815,3.847
4228954,0.000153,0.0001424236345899319,3.815,3.846
17753242,0.000153,0.0001427458600075562,3.815,3.845
2453163,0.000153,0.00014306808542518046,3.815,3.844
6795715,0.000154,0.00014312178966145118,3.812,3.844
17791793,0.000154,0.00014339031084280475,3.812,3.843
10276784,0.000154,0.00014376624049669974,3.812,3.842
18543605,0.000154,0.00014408846591432403,3.812,3.841
14209509,0.000155,0.0001444106913319483,3.81,3.84
721575,0.000155,0.00014473291674957259,3.81,3.839
17139953,0.000155,0.00014505514216719685,3.81,3.838
15190137,0.000156,0.0001451625506397383,3.807,3.838
6903240,0.000156,0.00014543107182109186,3.807,3.837
1753287,0.000156,0.00014575329723871613,3.807,3.836
7239437,0.000156,0.00014607552265634042,3.807,3.835
12245870,0.000157,0.00014612922689261114,3.804,3.835
15190139,0.000157,0.00014639774807396469,3.804,3.834
1993901,0.000157,0.0001467736777278597,3.804,3.833
16070175,0.000158,0.0001468810862004011,3.801,3.833
7519488,0.000158,0.00014709590314548396,3.801,3.832
15193118,0.000158,0.00014741812856310826,3.801,3.831
850937,0.000158,0.00014779405821700324,3.801,3.83
14441655,0.000159,0.00014790146668954468,3.799,3.83
16323185,0.000159,0.00014811628363462753,3.799,3.829
13864424,0.000159,0.0001484385090522518,3.799,3.828
12014017,0.00016,0.00014859962176106396,3.796,3.828
8534021,0.00016,0.0001488144387061468,3.796,3.827
16051412,0.00016,0.00014913666412377108,3.796,3.826
12067798,0.00016,0.00014945888954139537,3.796,3.825
4693023,0.000161,0.00014951259377766606,3.793,3.825
18146408,0.000161,0.00014983481919529035,3.793,3.824
4693031,0.000161,0.00015015704461291465,3.793,3.823
7332077,0.000162,0.0001503718615579975,3.79,3.823
3773760,0.000162,0.00015053297426680963,3.79,3.822
13304548,0.000162,0.0001508551996844339,3.79,3.821
18538391,0.000162,0.0001512311293383289,3.79,3.82
18264765,0.000163,0.00015144594628341176,3.788,3.82
18324862,0.000163,0.00015155335475595317,3.788,3.819
16138438,0.000163,0.00015192928440984819,3.788,3.818
11153326,0.000163,0.00015225150982747245,3.788,3.817
15193255,0.000164,0.00015252003100882602,3.785,3.817
17104758,0.000164,0.00015262743948136744,3.785,3.816
5052491,0.000164,0.00015294966489899173,3.785,3.815
15193237,0.000164,0.00015332559455288671,3.785,3.814
6162642,0.000165,0.00015343300302542815,3.783,3.814
10449148,0.000165,0.000153647819970511,3.783,3.813
6571363,0.000165,0.000154023749624406,3.783,3.812
9151423,0.000166,0.00015434597504203028,3.78,3.812
13433621,0.000166,0.000154399679278301,3.78,3.811
7332197,0.000166,0.00015472190469592527,3.78,3.81
15155712,0.000166,0.00015509783434982025,3.78,3.809
17134778,0.000167,0.00015542005976744455,3.777,3.808
9368005,0.000167,0.00015579598942133953,3.777,3.807
17197616,0.000168,0.00015590339789388097,3.775,3.807
7459846,0.000168,0.00015617191907523454,3.775,3.806
10232797,0.000168,0.00015654784872912953,3.775,3.805
8765982,0.000169,0.0001568163699104831,3.772,3.805
4898361,0.000169,0.0001568700741467538,3.772,3.804
17226771,0.000169,0.0001572460038006488,3.772,3.803
8038096,0.000169,0.0001576219334545438,3.772,3.802
14137260,0.00017,0.00015772934192708523,3.77,3.802
10251310,0.00017,0.00015794415887216808,3.77,3.801
14137253,0.00017,0.00015832008852606307,3.77,3.8
7462394,0.000171,0.0001583737927623338,3.767,3.8
10067889,0.000171,0.00015869601817995805,3.767,3.799
16085787,0.000172,0.00015896453936131163,3.764,3.799
3863428,0.000172,0.00015907194783385307,3.764,3.798
4754748,0.000172,0.00015944787748774805,3.764,3.797
15578505,0.000173,0.0001596626944328309,3.762,3.797
5514544,0.000173,0.00015982380714164304,3.762,3.796
115851,0.000173,0.00016014603255926733,3.762,3.795
13128878,0.000173,0.00016052196221316231,3.762,3.794
13991657,0.000174,0.00016068307492197445,3.759,3.794
6162658,0.000174,0.0001608978918670573,3.759,3.793
31697,0.000174,0.0001612738215209523,3.759,3.792
8252015,0.000175,0.00016148863846603516,3.757,3.792
16668820,0.000175,0.0001616497511748473,3.757,3.791
4334812,0.000175,0.00016202568082874228,3.757,3.79
4754703,0.000175,0.0001624016104826373,3.757,3.789
2878600,0.000175,0.00016277754013653228,3.757,3.788
2685144,0.000176,0.00016315346979042726,3.754,3.787
4090111,0.000176,0.00016352939944432228,3.754,3.786
6162621,0.000176,0.00016390532909821726,3.754,3.785
16698009,0.000176,0.00016428125875211225,3.754,3.784
12246754,0.000177,0.0001643886672246537,3.752,3.784
11993091,0.000177,0.00016465718840600726,3.752,3.783
4575203,0.000177,0.00016503311805990224,3.752,3.782
15486136,0.000178,0.00016508682229617296,3.75,3.782
18149488,0.000178,0.00016540904771379723,3.75,3.781
8171769,0.000178,0.00016578497736769224,3.75,3.78
8172039,0.000179,0.00016589238584023365,3.747,3.78
14338307,0.000179,0.00016616090702158723,3.747,3.779
5294788,0.00018,0.00016637572396667008,3.745,3.779
