,P,Exp P,Log P,Log Exp P
2295330,0.0002368931,0.00015756951375294715,3.625,3.803
18315922,0.000236911,0.00015762060633198508,3.625,3.802
8045798,0.0002374215,0.00015787606922717468,3.624,3.802
2746510,0.0002375088,0.00015797825438525052,3.624,3.801
19543306,0.000238041,0.00015828480985947803,3.623,3.801
14677684,0.0002380876,0.00015833590243851596,3.623,3.8
2655766,0.0002385005,0.0001586935504917814,3.623,3.799
8217010,0.0002385595,0.00015874464307081933,3.622,3.799
2544361,0.0002386973,0.00015905119854504684,3.622,3.798
16368668,0.0002391371,0.00015930666144023644,3.621,3.798
2921735,0.0002392846,0.00015940884659831228,3.621,3.797
4060230,0.0002396103,0.0001597154020725398,3.62,3.797
16089965,0.0002397784,0.00015981758723061565,3.62,3.796
3442890,0.0002402149,0.00016002195754676735,3.619,3.796
771653,0.0002408447,0.00016017523528388109,3.618,3.795
611136,0.0002411863,0.00016053288333714655,3.618,3.794
13528299,0.0002412921,0.0001606861610742603,3.617,3.794
14175664,0.0002416239,0.000160890531390412,3.617,3.793
6869578,0.0002418881,0.0001611970868646395,3.616,3.793
4101320,0.0002420286,0.00016129927202271536,3.616,3.792
2377285,0.000242267,0.0001616569200759808,3.616,3.791
4100264,0.0002423824,0.00016175910523405664,3.615,3.791
2914838,0.0002429431,0.00016201456812924624,3.614,3.79
8235179,0.0002437074,0.00016216784586636,3.613,3.79
14033542,0.0002440797,0.00016237221618251168,3.612,3.789
6817820,0.000244813,0.00016272986423577712,3.611,3.789
4840808,0.0002449287,0.00016278095681481505,3.611,3.788
14704833,0.0002452911,0.00016303641971000465,3.61,3.788
10111610,0.0002455717,0.0001631386048680805,3.61,3.787
15148771,0.0002458627,0.00016334297518423216,3.609,3.787
13714463,0.0002460173,0.00016349625292134593,3.609,3.786
19452463,0.0002463641,0.0001636495306584597,3.608,3.786
93993,0.0002468247,0.0001639049935536493,3.608,3.785
17262638,0.0002470415,0.00016405827129076307,3.607,3.785
13714468,0.000247471,0.0001641604564488389,3.606,3.785
8234883,0.0002478566,0.00016426264160691474,3.606,3.784
4163506,0.000248178,0.00016456919708114227,3.605,3.784
2914762,0.0002482894,0.0001646713822392181,3.605,3.783
19087599,0.0002486112,0.00016482465997633188,3.604,3.783
3442881,0.0002491298,0.00016502903029248355,3.604,3.782
19391066,0.000249242,0.00016508012287152148,3.603,3.782
3046979,0.0002494704,0.000165386678345749,3.603,3.781
3444288,0.0002498386,0.00016579541897805236,3.602,3.78
8780269,0.000250265,0.0001661530670313178,3.602,3.779
3141568,0.0002503956,0.00016630634476843157,3.601,3.779
46205,0.0002508422,0.00016656180766362117,3.601,3.778
14677645,0.0002509242,0.0001666129002426591,3.6,3.778
1882222,0.0002514515,0.0001669194557168866,3.6,3.777
5667165,0.0002514819,0.00016697054829592454,3.599,3.777
12711502,0.0002520134,0.00016732819634918998,3.599,3.776
7362043,0.0002521363,0.00016743038150726582,3.598,3.776
15340815,0.0002527352,0.00016773693698149335,3.597,3.775
19275994,0.000253274,0.00016794130729764502,3.596,3.775
6657027,0.0002539381,0.0001680945850347588,3.595,3.774
14919313,0.0002544778,0.00016850332566706216,3.594,3.773
17139324,0.0002549918,0.00016875878856225176,3.593,3.773
6037696,0.0002552577,0.0001688609737203276,3.593,3.772
17166431,0.0002556553,0.00016891206629936553,3.592,3.772
8072317,0.0002562889,0.00016906534403647927,3.591,3.772
4706244,0.0002568194,0.0001691164366155172,3.59,3.772
2655764,0.0002570166,0.00016926971435263097,3.59,3.771
6750499,0.0002574264,0.00016932080693166888,3.589,3.771
18721848,0.0002581125,0.0001696273624058964,3.588,3.771
15741887,0.0002582252,0.00016967845498493434,3.588,3.77
2356226,0.0002586703,0.00016983173272204808,3.587,3.77
10441928,0.0002589585,0.00017003610303819978,3.587,3.769
13408655,0.0002591237,0.00017039375109146522,3.586,3.769
14609789,0.0002591537,0.00017044484367050315,3.586,3.768
7511758,0.0002597651,0.00017070030656569276,3.585,3.768
9313109,0.0002602938,0.0001708535843028065,3.585,3.767
9672548,0.0002603365,0.00017090467688184443,3.584,3.767
10711926,0.0002609693,0.00017121123235607196,3.583,3.766
12477700,0.0002616701,0.0001716199729883753,3.582,3.765
12325629,0.0002621821,0.00017192652846260284,3.581,3.765
13616320,0.0002622226,0.00017202871362067868,3.581,3.764
3549198,0.0002626073,0.00017238636167394412,3.581,3.763
5882726,0.0002628031,0.00017269291714817165,3.58,3.763
16149588,0.0002631575,0.0001727951023062475,3.58,3.762
17090199,0.0002633326,0.0001730505652014371,3.579,3.762
13698311,0.0002638124,0.00017320384293855086,3.579,3.761
4101337,0.000263946,0.00017335712067566462,3.578,3.761
13985154,0.000264282,0.00017361258357085423,3.578,3.76
7032421,0.0002646042,0.00017386804646604383,3.577,3.76
9268204,0.0002649619,0.00017402132420315757,3.577,3.759
2880645,0.0002652353,0.00017427678709834718,3.576,3.759
11936584,0.0002655005,0.00017443006483546094,3.576,3.758
10546487,0.0002660187,0.00017478771288872638,3.575,3.757
7766672,0.0002664211,0.00017504317578391599,3.574,3.757
10157879,0.0002668074,0.00017519645352102975,3.574,3.756
7342630,0.0002670078,0.00017534973125814352,3.573,3.756
11946815,0.0002673688,0.00017560519415333312,3.573,3.755
2914816,0.0002677352,0.0001758095644694848,3.572,3.755
530541,0.0002679616,0.0001760139347856365,3.572,3.754
11938097,0.0002683501,0.00017621830510178817,3.571,3.754
2914802,0.0002689788,0.00017637158283890193,3.57,3.754
2914808,0.0002690296,0.00017642267541793984,3.57,3.753
13460500,0.0002695197,0.00017667813831312944,3.569,3.753
2914837,0.0002696314,0.0001768314160502432,3.569,3.752
10964534,0.0002702288,0.00017718906410350865,3.568,3.752
11936679,0.0002702457,0.00017724015668254658,3.568,3.751
6021064,0.0002707368,0.00017764889731484995,3.567,3.75
14713215,0.0002711719,0.00017805763794715332,3.567,3.749
5667733,0.0002713383,0.000178262008263305,3.566,3.749
2914797,0.0002715487,0.00017846637857945666,3.566,3.748
1524794,0.0002718697,0.00017887511921176004,3.566,3.747
15729460,0.0002720008,0.00017897730436983587,3.565,3.747
2914805,0.0002722652,0.0001792838598440634,3.565,3.746
17872019,0.0002725903,0.00017948823016021508,3.564,3.746
5204923,0.0002728778,0.00017969260047636678,3.564,3.745
2255949,0.0002732774,0.00017994806337155638,3.563,3.745
1103596,0.0002733475,0.00018010134110867015,3.563,3.744
8707449,0.0002736354,0.0001805100817409735,3.563,3.743
11961726,0.0002739687,0.00018066335947808726,3.562,3.743
4958862,0.0002742757,0.0001809699149523148,3.562,3.742
14395025,0.0002745244,0.00018112319268942853,3.561,3.742
14126763,0.0002749769,0.00018137865558461814,3.561,3.741
530984,0.000275149,0.000181480840742694,3.56,3.741
11938124,0.0002756534,0.0001817873962169215,3.56,3.74
2914832,0.0002757746,0.00018194067395403528,3.559,3.74
10012958,0.0002759174,0.00018219613684922488,3.559,3.739
2655753,0.000276467,0.00018245159974441448,3.558,3.739
5876045,0.0002765406,0.00018260487748152825,3.558,3.738
11352873,0.0002769265,0.00018306471069286953,3.558,3.737
11120502,0.0002770793,0.00018311580327190746,3.557,3.737
11961713,0.0002774505,0.0001834734513251729,3.557,3.736
10546505,0.0002777701,0.00018352454390421083,3.556,3.736
2134653,0.0002784059,0.00018383109937843834,3.555,3.736
6328405,0.0002784617,0.00018388219195747627,3.555,3.735
11961720,0.0002789796,0.0001842398400107417,3.554,3.735
17872018,0.0002790145,0.00018429093258977964,3.554,3.734
13773707,0.0002794549,0.0001847507658011209,3.554,3.733
530263,0.0002797374,0.00018490404353823468,3.553,3.733
8357836,0.0002801901,0.00018515950643342428,3.553,3.732
11048634,0.000280282,0.0001852105990124622,3.552,3.732
8234954,0.0002807358,0.00018556824706572763,3.552,3.731
5987918,0.0002808839,0.00018577261738187933,3.551,3.731
1620199,0.0002811061,0.00018602808027706893,3.551,3.73
11938072,0.0002815272,0.0001864368209093723,3.55,3.729
6791726,0.000282183,0.00018664119122552397,3.549,3.729
8810858,0.0002823666,0.00018689665412071358,3.549,3.728
5382483,0.0002829094,0.00018715211701590318,3.548,3.728
2914821,0.0002833216,0.00018730539475301695,3.548,3.727
1463390,0.0002834852,0.00018735648733205485,3.547,3.727
11938364,0.000283941,0.00018776522796435822,3.547,3.726
7032569,0.0002841618,0.000187918505701472,3.546,3.726
3654681,0.0002845484,0.0001881739685966616,3.546,3.725
18884307,0.000284982,0.00018837833891281326,3.545,3.725
8658143,0.0002855599,0.00018858270922896496,3.544,3.724
11048632,0.0002861425,0.0001889403572822304,3.543,3.724
1524812,0.0002862595,0.00018904254244030624,3.543,3.723
6328251,0.0002867677,0.00018940019049357168,3.542,3.723
10493820,0.0002867959,0.0001895023756516475,3.542,3.722
2295329,0.0002873447,0.00018991111628395088,3.542,3.721
11048647,0.0002874792,0.0001901665791791405,3.541,3.721
1035961,0.0002878858,0.0001903709494952922,3.541,3.72
11961730,0.0002881593,0.00019052422723240593,3.54,3.72
11781354,0.0002885035,0.00019077969012759553,3.54,3.719
19559412,0.0002887962,0.0001909329678647093,3.539,3.719
2499234,0.0002891602,0.00019123952333893683,3.539,3.718
549204,0.0002894665,0.00019149498623412644,3.538,3.718
1047471,0.0002896885,0.0001916482639712402,3.538,3.717
6021171,0.000290102,0.0001919548194454677,3.537,3.717
4621844,0.0002902681,0.00019210809718258148,3.537,3.716
11048701,0.0002907715,0.00019256793039392275,3.536,3.715
7032405,0.0002912813,0.00019297667102622612,3.536,3.714
8235356,0.0002914161,0.0001931299487633399,3.535,3.714
12364539,0.0002919662,0.0001934365042375674,3.535,3.713
16886852,0.0002921137,0.00019348759681660533,3.534,3.713
19060316,0.000292321,0.0001938963374489087,3.534,3.712
16886857,0.0002927877,0.00019430507808121207,3.533,3.712
66224,0.0002928214,0.00019435617066024998,3.533,3.711
7031817,0.0002934301,0.00019471381871351542,3.532,3.711
14677620,0.0002934407,0.00019476491129255335,3.532,3.71
18490989,0.0002941152,0.00019507146676678088,3.531,3.71
6750500,0.000294245,0.00019522474450389462,3.531,3.709
16767432,0.0002947759,0.00019568457771523593,3.531,3.708
14609763,0.0002947921,0.00019573567029427383,3.53,3.708
10452762,0.0002954526,0.0001961444109265772,3.53,3.707
17384422,0.0002956701,0.00019619550350561513,3.529,3.707
14899091,0.0002961369,0.0001966042441379185,3.529,3.706
11352853,0.000296178,0.0001966553367169564,3.528,3.706
163042,0.0002965819,0.00019706407734925978,3.528,3.705
8234924,0.0002968469,0.00019731954024444938,3.527,3.705
14891662,0.0002971809,0.00019747281798156315,3.527,3.704
4479123,0.0002975456,0.0001976260957186769,3.526,3.704
16941686,0.0002977887,0.00019793265119290442,3.526,3.703
3876087,0.0002981967,0.00019829029924616986,3.525,3.703
1552949,0.0002982209,0.0001983924844042457,3.525,3.702
14874131,0.0002988919,0.00019880122503654907,3.524,3.702
8072280,0.0002989455,0.000198852317615587,3.524,3.701
6084808,0.0002996221,0.00019931215082692828,3.523,3.7
7546814,0.0003003198,0.00019972089145923165,3.522,3.7
15926693,0.0003004298,0.00019977198403826958,3.522,3.699
10035814,0.0003010176,0.00020023181724961085,3.521,3.698
530637,0.0003019532,0.0002005894653028763,3.52,3.698
17871970,0.0003020814,0.00020069165046095213,3.52,3.697
12022507,0.0003024077,0.00020089602077710383,3.519,3.697
403911,0.0003025526,0.00020115148367229343,3.519,3.696
15887147,0.0003031058,0.0002016113168836347,3.518,3.695
10035892,0.000303583,0.00020207115009497598,3.518,3.694
2249736,0.0003038135,0.00020217333525305185,3.517,3.694
17884259,0.000304441,0.0002025820758853552,3.516,3.693
17884553,0.000305054,0.0002030419090966965,3.516,3.692
15577740,0.0003051676,0.00020314409425477233,3.515,3.692
19500330,0.000305773,0.00020350174230803777,3.515,3.691
12982883,0.0003058703,0.0002036039274661136,3.514,3.691
6750583,0.0003062069,0.00020396157551937907,3.514,3.69
3559096,0.0003065494,0.00020421703841456867,3.513,3.69
10005523,0.0003066877,0.00020442140873072034,3.513,3.689
1103514,0.0003070645,0.00020488124194206162,3.513,3.688
3121360,0.0003072994,0.00020498342710013748,3.512,3.688
1129630,0.000307882,0.00020539216773244083,3.512,3.687
6038070,0.0003080164,0.0002055454454695546,3.511,3.687
6328348,0.0003082823,0.00020585200094378213,3.511,3.686
6869238,0.0003086871,0.00020610746383897173,3.51,3.686
14577463,0.0003091717,0.0002063118341551234,3.51,3.685
6136725,0.0003094016,0.000206567297050313,3.509,3.685
9161488,0.0003094702,0.0002068227599455026,3.509,3.684
6327878,0.0003097752,0.00020728259315684389,3.509,3.683
16044352,0.000310135,0.00020758914863107142,3.508,3.683
1552935,0.0003103222,0.0002077424263681852,3.508,3.682
11048693,0.0003107425,0.0002082533521585644,3.508,3.681
46131,0.0003108767,0.00020840662989567816,3.507,3.681
6038024,0.0003112127,0.00020871318536990567,3.507,3.68
11781412,0.0003115995,0.00020917301858124697,3.506,3.679
16158999,0.0003122079,0.00020968394437162618,3.506,3.678
10628687,0.0003122671,0.00020978612952970201,3.505,3.678
9399778,0.0003125429,0.00021014377758296745,3.505,3.677
18490541,0.0003129714,0.00021055251821527082,3.504,3.677
6328284,0.0003130091,0.00021065470337334666,3.504,3.676
7032390,0.0003135472,0.00021111453658468794,3.504,3.675
7032385,0.0003136932,0.0002112678143218017,3.503,3.675
11048646,0.0003139713,0.00021162546237506714,3.503,3.674
13343355,0.0003144832,0.0002120342030073705,3.502,3.674
4128368,0.000314565,0.00021208529558640844,3.502,3.673
2113470,0.0003151431,0.0002124940362187118,3.501,3.673
17871988,0.0003152306,0.00021259622137678765,3.501,3.672
10451176,0.0003156217,0.00021310714716716686,3.501,3.671
11887876,0.000315874,0.00021341370264139437,3.5,3.671
12216409,0.0003161484,0.00021356698037850813,3.5,3.67
15577747,0.0003166129,0.0002140268135898494,3.499,3.67
14577458,0.0003167388,0.00021407790616888734,3.499,3.669
6956802,0.0003173643,0.0002144866468011907,3.498,3.669
6750371,0.0003174125,0.00021453773938022862,3.498,3.668
2878467,0.0003180662,0.00021504866517060782,3.497,3.667
2850885,0.0003187134,0.00021555959096098703,3.497,3.666
7032388,0.0003188294,0.00021561068354002496,3.496,3.666
412911,0.0003194229,0.00021607051675136624,3.496,3.665
11048781,0.0003195609,0.00021622379448848,3.495,3.665
19491226,0.0003202604,0.00021653034996270754,3.494,3.664
8839150,0.0003209904,0.00021704127575308674,3.494,3.663
17157292,0.0003211999,0.00021709236833212465,3.493,3.663
2687175,0.0003220909,0.00021750110896442802,3.492,3.663
18413271,0.0003220975,0.00021755220154346595,3.492,3.662
11048847,0.0003225242,0.00021806312733384516,3.491,3.661
7589573,0.000323039,0.00021857405312422434,3.491,3.66
13343401,0.0003233039,0.0002187273308613381,3.49,3.66
16158212,0.0003239312,0.00021903388633556564,3.49,3.659
14986987,0.0003239715,0.00021908497891460354,3.489,3.659
5309925,0.0003244917,0.00021954481212594485,3.489,3.658
14565789,0.0003247373,0.00021990246017921029,3.488,3.658
17871959,0.0003250166,0.00022005573791632405,3.488,3.657
2988279,0.0003254682,0.0002204133859695895,3.487,3.657
6771084,0.0003255601,0.00022056666370670326,3.487,3.656
3324132,0.0003263685,0.00022087321918093077,3.486,3.656
10545908,0.0003265536,0.00022107758949708247,3.486,3.655
5868543,0.000327028,0.00022128195981323414,3.485,3.655
3650761,0.000327341,0.00022158851528746167,3.485,3.654
8941558,0.0003277225,0.00022189507076168918,3.484,3.654
11980903,0.0003281485,0.00022209944107784088,3.484,3.653
11048706,0.0003285368,0.0002224059965520684,3.483,3.653
9074814,0.000328839,0.0002226103668682201,3.483,3.652
14577441,0.0003292537,0.00022281473718437176,3.482,3.652
13343389,0.0003296842,0.0002231212926585993,3.482,3.651
3085450,0.0003302136,0.00022332566297475097,3.481,3.651
17728529,0.0003305634,0.0002236322184489785,3.481,3.65
9540155,0.0003307767,0.00022398986650224394,3.48,3.65
12060955,0.0003308434,0.0002241431442393577,3.48,3.649
11002862,0.0003316176,0.00022450079229262315,3.479,3.649
4976998,0.000331823,0.0002246540700297369,3.479,3.648
530692,0.0003322594,0.00022516499582011612,3.479,3.647
12060902,0.0003322855,0.00022521608839915402,3.478,3.647
15328648,0.0003329557,0.00022572701418953323,3.478,3.646
1047603,0.000333089,0.00022582919934760907,3.477,3.646
11619173,0.0003336532,0.00022623793997991244,3.477,3.645
4214971,0.0003338334,0.00022644231029606414,3.476,3.645
13614541,0.0003341753,0.00022674886577029164,3.476,3.644
13778162,0.0003346735,0.00022715760640259502,3.475,3.644
15355221,0.0003346971,0.00022725979156067085,3.475,3.643
18658274,0.0003353992,0.00022771962477201213,3.474,3.643
9268424,0.0003355337,0.000227821809930088,3.474,3.642
11048826,0.0003362578,0.0002280772728252776,3.473,3.642
11048827,0.0003364307,0.0002283327357204672,3.473,3.641
11048812,0.0003368211,0.0002288436615108464,3.473,3.64
2544446,0.0003370521,0.000229099124406036,3.472,3.64
11048779,0.0003373104,0.0002293545873012256,3.472,3.639
1826490,0.0003377036,0.00022986551309160482,3.471,3.639
434730,0.0003377111,0.00022991660567064272,3.471,3.638
11048791,0.0003384006,0.00023042753146102193,3.471,3.637
8234865,0.0003385357,0.00023052971661909776,3.47,3.637
6037739,0.0003390205,0.00023098954983043907,3.47,3.636
11048877,0.0003393773,0.00023124501272562867,3.469,3.636
2347755,0.0003397958,0.00023150047562081827,3.469,3.635
17365089,0.0003400533,0.00023170484593696994,3.468,3.635
11200916,0.0003403601,0.00023201140141119748,3.468,3.634
1706549,0.0003407718,0.0002325734197806146,3.468,3.633
11048866,0.000340805,0.00023262451235965252,3.467,3.633
11048789,0.0003413227,0.0002330843455709938,3.467,3.632
5256512,0.0003416564,0.00023318653072906963,3.466,3.632
15329270,0.0003421559,0.00023364636394041094,3.466,3.631
2914507,0.0003426762,0.0002338507342565626,3.465,3.631
4927904,0.0003430009,0.00023415728973079014,3.465,3.63
6328620,0.0003431883,0.00023436166004694181,3.464,3.63
6321849,0.0003433922,0.00023471930810020725,3.464,3.629
12710477,0.0003439726,0.00023517914131154856,3.463,3.629
11823057,0.0003443403,0.0002352813264696244,3.463,3.628
5745618,0.0003449131,0.00023569006710192776,3.462,3.628
8984642,0.0003450043,0.0002357922522600036,3.462,3.627
3549093,0.0003455713,0.0002360988077342311,3.461,3.627
308614,0.0003457398,0.0002363542706294207,3.461,3.626
5946676,0.0003463701,0.00023676301126172408,3.46,3.626
4673901,0.0003463985,0.00023686519641979992,3.46,3.625
3880092,0.0003468252,0.00023742721478921705,3.46,3.624
3594966,0.0003471684,0.00023758049252633082,3.459,3.624
2796842,0.0003475675,0.0002379892331586342,3.459,3.623
16259384,0.0003479634,0.0002382957886328617,3.458,3.623
1886615,0.0003486209,0.0002385512515280513,3.458,3.622
17942824,0.0003487677,0.0002388067144232409,3.457,3.622
17884531,0.0003492291,0.0002390621773184305,3.457,3.621
10453949,0.0003495852,0.0002393176402136201,3.456,3.621
6750368,0.0003499036,0.00023962419568784765,3.456,3.62
5176555,0.0003503818,0.00023993075116207516,3.455,3.62
16886987,0.0003509759,0.00024018621405726476,3.455,3.619
16934483,0.0003512271,0.0002402883992153406,3.454,3.619
1886584,0.0003519741,0.00024064604726860606,3.453,3.619
11048735,0.0003521175,0.0002407482324266819,3.453,3.618
10164394,0.0003529592,0.00024095260274283357,3.452,3.618
3333185,0.0003535024,0.000241310250796099,3.452,3.617
3621200,0.0003535951,0.00024136134337513694,3.451,3.617
15902628,0.0003539966,0.00024187226916551615,3.451,3.616
11214438,0.000354526,0.00024222991721878159,3.45,3.616
2914482,0.0003545673,0.00024238319495589535,3.45,3.615
18863350,0.0003551198,0.0002429452133253125,3.45,3.614
11619168,0.0003554529,0.0002429963059043504,3.449,3.614
11048805,0.0003561219,0.0002435072316947296,3.448,3.613
9826378,0.0003569396,0.0002440181574851088,3.447,3.613
16680999,0.0003569961,0.00024406925006414674,3.447,3.612
3549106,0.000357817,0.00024442689811741215,3.446,3.612
11938376,0.0003581263,0.0002446312684335639,3.446,3.611
11120464,0.0003585104,0.00024509110164490513,3.445,3.611
403901,0.000358958,0.000245193286802981,3.445,3.61
18058583,0.0003593663,0.00024555093485624643,3.444,3.61
11048555,0.0003596893,0.0002457553051723981,3.444,3.609
8817004,0.000360167,0.0002462151383837394,3.443,3.609
9596727,0.0003603565,0.00024636841612085317,3.443,3.608
2471876,0.0003610076,0.0002468793419112324,3.442,3.608
9089236,0.0003610906,0.0002469304344902703,3.442,3.607
16259381,0.0003618672,0.0002473902677016116,3.441,3.607
17028952,0.0003620941,0.0002474924528596874,3.441,3.606
10137245,0.0003627054,0.0002480033786500666,3.44,3.606
10838426,0.0003628012,0.00024805447122910456,3.44,3.605
2207639,0.0003635923,0.00024856539701948377,3.439,3.605
6328371,0.0003636126,0.00024861648959852167,3.439,3.604
2097858,0.000364346,0.0002491274153889009,3.438,3.604
10932690,0.0003643846,0.0002491785079679388,3.438,3.603
3729218,0.000365028,0.00024979161891639385,3.438,3.602
3083755,0.0003652094,0.00024984271149543176,3.437,3.602
7608318,0.0003658248,0.00025035363728581096,3.437,3.601
9399770,0.0003660243,0.0002506091001810006,3.436,3.601
15730178,0.0003662451,0.0002509156556552281,3.436,3.6
11728789,0.0003666887,0.00025152876660368314,3.436,3.599
14921348,0.0003668929,0.0002516820443407969,3.435,3.599
19543287,0.0003675429,0.00025209078497310025,3.435,3.598
16368673,0.0003677916,0.0002523462478682899,3.434,3.598
19287423,0.0003682936,0.0002526528033425174,3.434,3.597
10674575,0.0003686259,0.00025306154397482076,3.433,3.597
7032374,0.0003688404,0.00025326591429097243,3.433,3.596
5321212,0.0003692659,0.00025382793266038955,3.433,3.595
19233602,0.0003695624,0.0002539812103975033,3.432,3.595
4122939,0.0003704144,0.0002543899510298067,3.431,3.595
12439997,0.00037045,0.0002544410436088446,3.431,3.594
4732073,0.000371062,0.0002550030619782617,3.431,3.593
18517830,0.00037114,0.0002552074322944134,3.43,3.593
10358179,0.0003717058,0.0002555650803476789,3.43,3.592
11591068,0.0003721301,0.00025582054324286847,3.429,3.592
17884521,0.0003727195,0.0002561781912961339,3.429,3.591
1102751,0.0003728504,0.0002563314690332477,3.428,3.591
11619392,0.0003737175,0.0002566891170865131,3.427,3.591
17508697,0.0003738649,0.000256791302244589,3.427,3.59
11538159,0.0003744761,0.0002573533206140061,3.427,3.589
10035777,0.0003745586,0.00025750659835111986,3.426,3.589
9442834,0.0003750822,0.00025796643156246116,3.426,3.588
167939,0.0003754225,0.0002583751721947645,3.425,3.588
725809,0.0003757704,0.00025852844993187827,3.425,3.587
4875840,0.0003762815,0.0002588860979851437,3.424,3.587
5363624,0.0003765517,0.0002591415608803333,3.424,3.586
11330856,0.0003773396,0.00025970357924975045,3.423,3.586
7612595,0.0003774213,0.00025975467182878835,3.423,3.585
6406747,0.0003777415,0.00026031669019820547,3.423,3.584
3121321,0.0003781564,0.00026041887535628133,3.422,3.584
1675048,0.000378868,0.00026092980114666054,3.422,3.583
13144681,0.0003788959,0.00026098089372569844,3.421,3.583
188994,0.0003797187,0.0002615429120951156,3.421,3.582
19267752,0.000379774,0.0002615940046741535,3.42,3.582
16910477,0.0003805924,0.0002621560230435706,3.42,3.581
8485051,0.0003806918,0.0002622071156226085,3.419,3.581
13780173,0.0003815414,0.000262564763675874,3.418,3.581
12866053,0.0003817154,0.0002627691339920257,3.418,3.58
2215798,0.0003822712,0.0002633311523614428,3.418,3.579
12314459,0.0003824009,0.0002635866152566324,3.417,3.579
5365089,0.0003832492,0.00026394426330989787,3.417,3.578
726148,0.0003833591,0.0002639953558889358,3.416,3.578
11937572,0.0003841578,0.0002644551891002771,3.415,3.578
15903034,0.0003841804,0.0002645573742583529,3.415,3.577
5667036,0.0003849576,0.00026517048520680796,3.415,3.576
18662050,0.0003850699,0.0002653237629439217,3.414,3.576
7296753,0.000385559,0.00026578359615526297,3.414,3.575
3132414,0.0003859238,0.00026588578131333884,3.413,3.575
4871375,0.0003865155,0.00026639670710371804,3.413,3.574
11048530,0.0003868726,0.0002667032625779456,3.412,3.574
1197071,0.0003871007,0.0002670098180521731,3.412,3.573
1493706,0.0003875317,0.00026762292900062813,3.412,3.572
1675089,0.0003877479,0.0002678272993167798,3.411,3.572
4583368,0.000388346,0.0002682360399490832,3.411,3.571
19178710,0.0003885977,0.00026859368800234864,3.41,3.571
5667059,0.0003889984,0.0002688491508975382,3.41,3.57
1626241,0.0003895753,0.0002693600766879174,3.409,3.57
12216401,0.0003900436,0.0002695133544250312,3.409,3.569
13619062,0.0003904266,0.00026971772474118286,3.408,3.569
11685274,0.0003910456,0.00027012646537348626,3.408,3.568
2396382,0.0003913956,0.00027038192826867583,3.407,3.568
188713,0.0003921341,0.00027073957632194127,3.407,3.567
14051197,0.0003922112,0.00027079066890097923,3.406,3.567
16422684,0.0003931099,0.00027130159469135844,3.405,3.567
11937523,0.0003931197,0.00027135268727039634,3.405,3.566
17069157,0.0003938518,0.00027196579821885136,3.405,3.565
14897971,0.0003941597,0.000272221261114041,3.404,3.565
3875727,0.0003949523,0.0002725789091673064,3.403,3.565
15730243,0.0003951259,0.00027263000174634433,3.403,3.564
14173472,0.0003958844,0.0002732431126947994,3.402,3.563
9275326,0.000396601,0.00027385622364325447,3.402,3.562
11002847,0.0003969412,0.0002740095013803682,3.401,3.562
4122886,0.0003977644,0.0002744693345917095,3.4,3.562
1102592,0.0003978214,0.0002745204271707474,3.4,3.561
11352806,0.0003985805,0.0002750313529611266,3.399,3.561
11937538,0.0003987179,0.00027513353811920246,3.399,3.56
16259601,0.0003992836,0.00027574664906765753,3.399,3.559
7032548,0.0003994921,0.0002760021119628471,3.398,3.559
7608212,0.0003997253,0.00027641085259515045,3.398,3.558
19394480,0.0004001349,0.0002770239635436055,3.398,3.557
660903,0.0004004467,0.0002771772412807193,3.397,3.557
11937332,0.0004007592,0.0002776881670710985,3.397,3.556
6037679,0.0004015241,0.0002781990928614777,3.396,3.556
1967264,0.0004016992,0.00027830127801955356,3.396,3.555
2691618,0.0004024526,0.0002789654815470465,3.395,3.554
7032559,0.0004029661,0.00027957859249550155,3.395,3.553
9974734,0.0004031829,0.0002798340553906912,3.394,3.553
8217658,0.0004037193,0.00028024279602299453,3.394,3.552
331939,0.0004041506,0.00028054935149722206,3.393,3.552
1882242,0.0004043841,0.0002809069995504875,3.393,3.551
17193019,0.0004048768,0.0002815201104989425,3.393,3.55
7511504,0.0004050515,0.0002819799437102838,3.392,3.55
3968242,0.0004051784,0.0002821843140264355,3.392,3.549
7365737,0.0004056251,0.00028284851755392847,3.392,3.548
12751856,0.0004061369,0.0002831039804491181,3.391,3.548
9268330,0.0004067431,0.00028351272108142144,3.391,3.547
10005573,0.0004069156,0.0002836659988185352,3.39,3.547
8118164,0.0004076138,0.0002841258320298765,3.39,3.546
13012857,0.0004078798,0.000284432387504104,3.389,3.546
11169928,0.0004083226,0.00028479003555736943,3.389,3.545
15329313,0.0004087968,0.0002854031465058245,3.388,3.545
10199467,0.0004088551,0.0002854542390848624,3.388,3.544
11709678,0.0004099071,0.0002860673500333175,3.387,3.544
11048737,0.0004099605,0.0002861184426123554,3.387,3.543
7511552,0.0004107245,0.0002864249980865829,3.386,3.543
18562921,0.0004109638,0.00028678264613984835,3.386,3.542
7032356,0.0004117088,0.0002874468496673413,3.385,3.541
11791787,0.0004125513,0.0002881110531948343,3.385,3.54
14928518,0.0004126124,0.0002881621457738722,3.384,3.54
11937296,0.000413534,0.0002887241641432893,3.383,3.54
16149438,0.0004137397,0.0002887752567223273,3.383,3.539
9974715,0.000414507,0.0002892350899336685,3.382,3.539
8031798,0.0004147671,0.00028943946024982025,3.382,3.538
16792964,0.000415548,0.0002898992934611615,3.381,3.538
11937144,0.0004157039,0.0002901036637773132,3.381,3.537
